uniprot	domain_id	domain_name	start	end
Q86XU0	PF00096	Zinc finger, C2H2 type	347	369
Q86XU0	PF00096	Zinc finger, C2H2 type	375	397
Q86XU0	PF00096	Zinc finger, C2H2 type	403	425
Q86XU0	PF00096	Zinc finger, C2H2 type	431	453
Q86XU0	PF00096	Zinc finger, C2H2 type	459	481
Q86XU0	PF00096	Zinc finger, C2H2 type	487	509
Q86XU0	PF00096	Zinc finger, C2H2 type	515	537
Q86XU0	PF01352	KRAB box	8	48
Q86XZ4	PF07139	Spermatogenesis-associated serine-rich protein 2-like	81	385
Q86YB7	PF00378	Enoyl-CoA hydratase/isomerase	40	291
Q86YG4	PF05761	5' nucleotidase family	5	399
Q86YN1	PF01569	PAP2 superfamily	60	184
Q86YQ2	PF01273	LBP / BPI / CETP family, N-terminal domain	79	164
Q86YR6	PF12796	Ankyrin repeats (3 copies)	143	236
Q86YR6	PF12796	Ankyrin repeats (3 copies)	243	335
Q86YR6	PF14915	CCDC144C protein coiled-coil region	470	582
Q8IUA0	PF00014	Kunitz/Bovine pancreatic trypsin inhibitor domain	95	146
Q8IUA0	PF00095	WAP-type (Whey Acidic Protein) 'four-disulfide core'	47	90
Q8IUA0	PF00095	WAP-type (Whey Acidic Protein) 'four-disulfide core'	150	191
Q8IUA0	PF00095	WAP-type (Whey Acidic Protein) 'four-disulfide core'	197	239
Q8IUB2	PF00095	WAP-type (Whey Acidic Protein) 'four-disulfide core'	29	67
Q8IUB2	PF00095	WAP-type (Whey Acidic Protein) 'four-disulfide core'	73	113
Q8IUB2	PF00095	WAP-type (Whey Acidic Protein) 'four-disulfide core'	124	159
Q8IUB2	PF00095	WAP-type (Whey Acidic Protein) 'four-disulfide core'	168	206
Q8IUB3	NA	NA	NA	NA
Q8IUB5	NA	NA	NA	NA
Q8IUF1	PF02492	CobW/HypB/UreG, nucleotide-binding domain	43	229
Q8IUF1	PF07683	Cobalamin synthesis protein cobW C-terminal domain	274	374
Q8IUH2	PF13883	CREG, beta-barrel	121	284
Q8IUK8	PF00386	C1q domain	94	221
Q8IUL8	PF00090	Thrombospondin type 1 domain	151	196
Q8IUL8	PF13330	Mucin-2 protein WxxW repeating region	59	143
Q8IUL8	PF13620	Carboxypeptidase regulatory-like domain	212	273
Q8IUL8	PF13927	Immunoglobulin domain	291	363
Q8IUL8	PF23591	Cartilage intermediate layer protein 1-like domain	471	557
Q8IUL8	PF23599	Cartilage intermediate layer protein 1-like, C-terminal	906	1105
Q8IUL8	PF23708	Cartilage intermediate layer protein 1-like domain	384	455
Q8IUL8	PF23730	Cartilage intermediate layer protein 1-like domain	736	903
Q8IUS5	PF00561	alpha/beta hydrolase fold	94	339
Q8IV03	PF14854	Leucine rich adaptor protein	79	192
Q8IV33	PF14906	Domain of unknown function (DUF4495)	515	832
Q8IV35	PF00400	WD domain, G-beta repeat	394	431
Q8IV35	PF00400	WD domain, G-beta repeat	524	561
Q8IV35	PF00400	WD domain, G-beta repeat	633	662
Q8IV35	PF00400	WD domain, G-beta repeat	762	800
Q8IV35	PF00400	WD domain, G-beta repeat	818	855
Q8IV38	PF01753	MYND finger	320	357
Q8IV38	PF12796	Ankyrin repeats (3 copies)	31	108
Q8IV42	PF08433	Chromatin associated protein KTI12	137	302
Q8IV50	PF01476	LysM domain	73	116
Q8IVA1	PF02188	GoLoco motif	24	45
Q8IVA1	PF02188	GoLoco motif	64	84
Q8IVC4	PF00096	Zinc finger, C2H2 type	159	181
Q8IVC4	PF00096	Zinc finger, C2H2 type	214	236
Q8IVC4	PF00096	Zinc finger, C2H2 type	242	264
Q8IVC4	PF00096	Zinc finger, C2H2 type	270	292
Q8IVC4	PF00096	Zinc finger, C2H2 type	298	320
Q8IVC4	PF00096	Zinc finger, C2H2 type	354	376
Q8IVC4	PF00096	Zinc finger, C2H2 type	382	404
Q8IVC4	PF01352	KRAB box	16	57
Q8IVC4	PF13894	C2H2-type zinc finger	326	348
Q8IVF6	PF00023	Ankyrin repeat	133	165
Q8IVF6	PF00023	Ankyrin repeat	167	198
Q8IVF6	PF12001	Domain of unknown function (DUF3496)	864	968
Q8IVF6	PF12796	Ankyrin repeats (3 copies)	38	131
Q8IVF6	PF14915	CCDC144C protein coiled-coil region	204	668
Q8IVN8	PF19028	Spondin-like TSP1 domain	75	122
Q8IVN8	PF25031	SBSPON-like, C-terminal	148	257
Q8IVU1	PF00041	Fibronectin type III domain	426	513
Q8IVU1	PF00041	Fibronectin type III domain	523	605
Q8IVU1	PF07679	Immunoglobulin I-set domain	331	417
Q8IVU1	PF13927	Immunoglobulin domain	46	121
Q8IVU1	PF13927	Immunoglobulin domain	143	213
Q8IVU1	PF13927	Immunoglobulin domain	238	309
Q8IVU9	PF14769	Flagellar C1a complex subunit C1a-32	1	91
Q8IVV8	PF05640	Na,K-Atpase Interacting protein	1	206
Q8IVW1	PF00025	ADP-ribosylation factor family	6	87
Q8IVW1	PF15840	ADP-ribosylation factor-like protein 17	115	176
Q8IVY1	NA	NA	NA	NA
Q8IW50	PF15260	Protein family FAM219A	54	185
Q8IW92	PF01301	Glycosyl hydrolases family 35	53	365
Q8IW92	PF21317	Beta-galactosidase, first all-beta domain	425	524
Q8IW92	PF21467	Beta-galactosidase, galactose-binding domain	548	607
Q8IWB4	PF14650	FAM75 family	396	754
Q8IWB4	PF15371	Domain of unknown function (DUF4599)	71	156
Q8IX94	NA	NA	NA	NA
Q8IXE1	PF13853	Olfactory receptor	33	304
Q8IXF9	PF00230	Major intrinsic protein	68	238
Q8IXM7	PF07004	Sperm-tail PG-rich repeat	40	74
Q8IXM7	PF07004	Sperm-tail PG-rich repeat	155	187
Q8IXM7	PF07004	Sperm-tail PG-rich repeat	198	226
Q8IXM7	PF07004	Sperm-tail PG-rich repeat	235	262
Q8IXQ4	PF12572	Protein of unknown function (DUF3752)	196	332
Q8IXT5	PF00076	RNA recognition motif	288	352
Q8IXT5	PF00076	RNA recognition motif	402	470
Q8IXT5	PF28441	RRM domain	5	83
Q8IXT5	PF28441	RRM domain	159	234
Q8IXT5	PF28441	RRM domain	928	988
Q8IXX5	PF27923	Transmembrane protein 183 C-terminal domain	234	363
Q8IY51	PF03184	DDE superfamily endonuclease	211	374
Q8IY51	PF03221	Tc5 transposase DNA-binding domain	84	145
Q8IY51	PF04218	CENP-B N-terminal DNA-binding domain	16	65
Q8IY85	NA	NA	NA	NA
Q8IYA7	PF05920	Homeobox KN domain	88	127
Q8IYB9	PF00096	Zinc finger, C2H2 type	200	222
Q8IYB9	PF00096	Zinc finger, C2H2 type	228	250
Q8IYB9	PF00096	Zinc finger, C2H2 type	256	278
Q8IYB9	PF00096	Zinc finger, C2H2 type	284	306
Q8IYB9	PF00096	Zinc finger, C2H2 type	312	334
Q8IYB9	PF00096	Zinc finger, C2H2 type	340	362
Q8IYB9	PF00096	Zinc finger, C2H2 type	368	390
Q8IYB9	PF00096	Zinc finger, C2H2 type	396	418
Q8IYB9	PF00096	Zinc finger, C2H2 type	424	446
Q8IYB9	PF00096	Zinc finger, C2H2 type	452	474
Q8IYB9	PF00096	Zinc finger, C2H2 type	480	502
Q8IYB9	PF00096	Zinc finger, C2H2 type	508	530
Q8IYB9	PF00096	Zinc finger, C2H2 type	536	558
Q8IYB9	PF00096	Zinc finger, C2H2 type	564	586
Q8IYB9	PF00096	Zinc finger, C2H2 type	592	614
Q8IYB9	PF00096	Zinc finger, C2H2 type	620	642
Q8IYB9	PF01352	KRAB box	3	44
Q8IYK2	PF03148	Tektin family	139	464
Q8IYL3	PF15772	UPF0688 family	6	237
Q8IYM0	PF20865	FAM186A/B, C-terminal	659	892
Q8IYM0	PF20870	FAM186A/B, N-terminal	7	255
Q8IYN0	PF00096	Zinc finger, C2H2 type	233	255
Q8IYN0	PF00096	Zinc finger, C2H2 type	261	283
Q8IYN0	PF00096	Zinc finger, C2H2 type	289	311
Q8IYN0	PF00096	Zinc finger, C2H2 type	317	339
Q8IYN0	PF00096	Zinc finger, C2H2 type	345	367
Q8IYN0	PF00096	Zinc finger, C2H2 type	373	395
Q8IYN0	PF00096	Zinc finger, C2H2 type	401	423
Q8IYN0	PF00096	Zinc finger, C2H2 type	429	451
Q8IYN0	PF00096	Zinc finger, C2H2 type	457	479
Q8IYN0	PF00096	Zinc finger, C2H2 type	485	507
Q8IYN0	PF01352	KRAB box	34	74
Q8IYP2	PF00089	Trypsin	31	234
Q8IYS2	PF10222	Uncharacterized conserved protein (DUF2152)	6	629
Q8IYS8	PF05205	COMPASS (Complex proteins associated with Set1p) component shg1	42	137
Q8IYW4	PF01417	ENTH domain	14	136
Q8IZ13	PF27046	FAM200/GTF2IRD2 RNase-like helical	270	419
Q8IZ13	PF27073	FAM200/ZBED5 RNase-like	89	261
Q8IZ16	PF15775	Domain of unknown function (DUF4703)	22	206
Q8IZ40	PF00249	Myb-like DNA-binding domain	331	374
Q8IZ40	PF01448	ELM2 domain	46	98
Q8IZ40	PF20878	Helical region in REST corepressor	257	321
Q8IZ81	PF04727	ELMO/CED-12 family	112	268
Q8IZD0	PF07647	SAM domain (Sterile alpha motif)	323	386
Q8IZM8	PF00096	Zinc finger, C2H2 type	572	594
Q8IZM8	PF25420	ZN292-like C2H2 zinc finger	539	566
Q8IZM8	PF25580	Zinc finger protein Rlf-like, TPR repeats	254	472
Q8IZN7	PF13841	Beta defensin	35	64
Q8IZP2	PF13181	Tetratricopeptide repeat	146	176
Q8IZP2	PF18253	Hsp70-interacting protein N N-terminal domain	2	41
Q8IZU2	PF00400	WD domain, G-beta repeat	76	112
Q8IZU2	PF00400	WD domain, G-beta repeat	388	422
Q8IZU2	PF00400	WD domain, G-beta repeat	469	507
Q8IZU2	PF00400	WD domain, G-beta repeat	513	549
Q8IZU2	PF00400	WD domain, G-beta repeat	557	595
Q8IZU2	PF00400	WD domain, G-beta repeat	601	638
Q8IZU2	PF00400	WD domain, G-beta repeat	642	681
Q8IZY5	NA	NA	NA	NA
Q8N0U6	NA	NA	NA	NA
Q8N0U7	PF17743	Family of unknown function (DUF5580) N-terminal domain	174	265
Q8N0U7	PF20742	Family of unknown function (DUF5580) middle domain	303	397
Q8N0U7	PF20743	Family of unknown function (DUF5580) C-terminal domain	472	546
Q8N0V4	PF03736	EPTP domain	219	260
Q8N0V4	PF03736	EPTP domain	266	306
Q8N0V4	PF03736	EPTP domain	311	357
Q8N0V4	PF03736	EPTP domain	360	402
Q8N0V4	PF03736	EPTP domain	407	449
Q8N0V4	PF03736	EPTP domain	452	493
Q8N0V4	PF03736	EPTP domain	499	538
Q8N0V4	PF13855	Leucine rich repeat	110	169
Q8N0Y3	PF13853	Olfactory receptor	33	303
Q8N0Y5	PF13853	Olfactory receptor	31	306
Q8N0Z2	PF14705	Costars	305	380
Q8N0Z8	PF01416	tRNA pseudouridine synthase	19	122
Q8N0Z8	PF01416	tRNA pseudouridine synthase	168	284
Q8N0Z9	PF07686	Immunoglobulin V-set domain	31	104
Q8N0Z9	PF13927	Immunoglobulin domain	137	205
Q8N0Z9	PF13927	Immunoglobulin domain	311	390
Q8N127	PF13853	Olfactory receptor	31	305
Q8N129	PF11938	TLR4 regulator and MIR-interacting MSAP	37	187
Q8N141	PF00096	Zinc finger, C2H2 type	170	192
Q8N141	PF00096	Zinc finger, C2H2 type	198	220
Q8N141	PF00096	Zinc finger, C2H2 type	254	276
Q8N141	PF00096	Zinc finger, C2H2 type	282	302
Q8N141	PF00096	Zinc finger, C2H2 type	338	360
Q8N141	PF00096	Zinc finger, C2H2 type	366	388
Q8N141	PF00096	Zinc finger, C2H2 type	394	416
Q8N141	PF00096	Zinc finger, C2H2 type	422	444
Q8N141	PF00096	Zinc finger, C2H2 type	450	472
Q8N141	PF00096	Zinc finger, C2H2 type	478	500
Q8N141	PF00096	Zinc finger, C2H2 type	506	528
Q8N141	PF01352	KRAB box	5	46
Q8N146	PF13853	Olfactory receptor	32	306
Q8N148	PF13853	Olfactory receptor	29	297
Q8N162	PF13853	Olfactory receptor	32	306
Q8N1A6	NA	NA	NA	NA
Q8N1D5	PF22595	Cilia and flagella associated protein 107	19	188
Q8N1E2	NA	NA	NA	NA
Q8N1L4	PF00067	Cytochrome P450	48	340
Q8N1W2	PF00096	Zinc finger, C2H2 type	296	317
Q8N1W2	PF00096	Zinc finger, C2H2 type	323	345
Q8N1W2	PF00096	Zinc finger, C2H2 type	351	373
Q8N1W2	PF00096	Zinc finger, C2H2 type	379	401
Q8N1W2	PF00096	Zinc finger, C2H2 type	407	429
Q8N1W2	PF00096	Zinc finger, C2H2 type	435	457
Q8N1W2	PF00096	Zinc finger, C2H2 type	463	485
Q8N1W2	PF00096	Zinc finger, C2H2 type	491	513
Q8N1W2	PF00096	Zinc finger, C2H2 type	519	541
Q8N1W2	PF00096	Zinc finger, C2H2 type	575	598
Q8N1W2	PF13912	C2H2-type zinc finger	547	566
Q8N228	PF00536	SAM domain (Sterile alpha motif)	345	410
Q8N228	PF12140	SLED domain	95	205
Q8N228	PF17208	RNA binding Region	1	60
Q8N283	PF12796	Ankyrin repeats (3 copies)	25	115
Q8N283	PF12796	Ankyrin repeats (3 copies)	169	229
Q8N2E2	PF00094	von Willebrand factor type D domain	425	582
Q8N2E2	PF23283	Uromodulin-like, D8C domain	64	157
Q8N2E2	PF25776	VWDE-like, immunoglobulin domain	188	290
Q8N2E2	PF26129	Vwde-like domain	796	881
Q8N2I2	PF00096	Zinc finger, C2H2 type	216	238
Q8N2I2	PF00096	Zinc finger, C2H2 type	244	266
Q8N2I2	PF00096	Zinc finger, C2H2 type	272	294
Q8N2I2	PF00096	Zinc finger, C2H2 type	328	350
Q8N2I2	PF00096	Zinc finger, C2H2 type	356	378
Q8N2I2	PF00096	Zinc finger, C2H2 type	412	434
Q8N2I2	PF00096	Zinc finger, C2H2 type	440	462
Q8N2X6	NA	NA	NA	NA
Q8N323	PF06312	Neurexophilin	130	264
Q8N323	PF24536	NXPE family member 4-like, C-terminal domain	325	547
Q8N328	PF13843	Transposase IS4	141	499
Q8N336	PF04727	ELMO/CED-12 family	119	302
Q8N349	PF13853	Olfactory receptor	32	304
Q8N3F9	PF27607	GPR137 N-terminal domain	39	285
Q8N3H0	PF12020	TAFA family	41	129
Q8N3R3	PF14687	Domain of unknown function (DUF4460)	24	133
Q8N3R3	PF14688	Domain of unknown function (DUF4461)	188	490
Q8N3S3	PF12129	Homeodomain containing protein PHTF1/2, N-terminal	45	191
Q8N3T6	PF15705	TMEM132 N-terminal	51	113
Q8N3T6	PF15706	TMEM132 C-terminal	894	979
Q8N3T6	PF16070	TMEM132 fourth domain	429	526
Q8N3T6	PF23039	TMEM132 cohesin-like domain	282	427
Q8N3T6	PF23481	TMEM132 second Ig-like domain	130	268
Q8N3T6	PF23486	TMEM132 fifth domain	529	665
Q8N3T6	PF23487	TMEM132 sixth domain	666	781
Q8N3Z0	PF00089	Trypsin	140	203
Q8N3Z3	PF01926	50S ribosome-binding GTPase	112	227
Q8N413	PF00153	Mitochondrial carrier protein	3	80
Q8N413	PF00153	Mitochondrial carrier protein	97	189
Q8N413	PF00153	Mitochondrial carrier protein	200	286
Q8N434	PF00083	Sugar (and other) transporter	348	491
Q8N434	PF07690	Major Facilitator Superfamily	59	298
Q8N456	PF23598	Leucine-rich repeat region	32	133
Q8N468	PF07690	Major Facilitator Superfamily	220	446
Q8N4B4	PF12937	F-box-like	16	60
Q8N4E4	PF02114	Phosducin	34	202
Q8N4F7	PF00097	Zinc finger, C3HC4 type (RING finger)	238	276
Q8N4H0	PF14909	Spermatogenesis-assoc protein 6	7	131
Q8N4S0	PF13846	Domain of unknown function (DUF4196)	147	236
Q8N4S0	PF13926	Domain of unknown function (DUF4211)	297	449
Q8N4V2	PF00083	Sugar (and other) transporter	118	334
Q8N4V2	PF07690	Major Facilitator Superfamily	385	522
Q8N567	PF00098	Zinc knuckle	185	200
Q8N567	PF00098	Zinc knuckle	212	228
Q8N584	PF10300	Iml2/Tetratricopeptide repeat protein 39	35	498
Q8N587	PF00096	Zinc finger, C2H2 type	197	219
Q8N587	PF00096	Zinc finger, C2H2 type	281	303
Q8N587	PF00096	Zinc finger, C2H2 type	309	331
Q8N587	PF00096	Zinc finger, C2H2 type	337	359
Q8N587	PF00096	Zinc finger, C2H2 type	365	387
Q8N587	PF00096	Zinc finger, C2H2 type	393	415
Q8N587	PF00096	Zinc finger, C2H2 type	421	443
Q8N587	PF00096	Zinc finger, C2H2 type	449	471
Q8N587	PF01352	KRAB box	40	80
Q8N5J4	PF00178	Ets-domain	111	194
Q8N5T2	PF00566	Rab-GTPase-TBC domain	368	485
Q8N5U1	PF04103	CD20-like family	73	161
Q8N5W9	PF15068	FAM101 family	1	201
Q8N5X7	PF01652	Eukaryotic initiation factor 4E	48	216
Q8N660	PF06758	Olduvai domain	179	240
Q8N660	PF06758	Olduvai domain	262	325
Q8N660	PF06758	Olduvai domain	335	400
Q8N660	PF06758	Olduvai domain	410	476
Q8N660	PF06758	Olduvai domain	484	550
Q8N660	PF06758	Olduvai domain	579	644
Q8N687	PF13841	Beta defensin	26	56
Q8N688	PF13841	Beta defensin	24	53
Q8N699	PF15179	Myc target protein 1	49	234
Q8N6M5	PF03561	Allantoicase repeat	9	182
Q8N6M5	PF03561	Allantoicase repeat	204	366
Q8N6M8	PF00612	IQ calmodulin-binding motif	72	88
Q8N6M8	PF00612	IQ calmodulin-binding motif	126	144
Q8N6N3	PF15559	Domain of unknown function (DUF4660)	22	127
Q8N6N6	PF14542	GCN5-related N-acetyl-transferase	30	103
Q8N6N7	PF00887	Acyl CoA binding protein	4	78
Q8N6Q1	PF14992	TMCO5 family	13	287
Q8N6Y2	PF13855	Leucine rich repeat	106	163
Q8N6Y2	PF13855	Leucine rich repeat	293	350
Q8N782	PF00096	Zinc finger, C2H2 type	243	263
Q8N782	PF00096	Zinc finger, C2H2 type	271	293
Q8N782	PF00096	Zinc finger, C2H2 type	355	377
Q8N782	PF00096	Zinc finger, C2H2 type	383	405
Q8N782	PF00096	Zinc finger, C2H2 type	411	433
Q8N782	PF01352	KRAB box	8	48
Q8N782	PF13465	Zinc-finger double domain	313	338
Q8N7C7	PF02225	PA domain	74	163
Q8N7C7	PF13639	Ring finger domain	256	299
Q8N7F7	PF00240	Ubiquitin family	3	70
Q8N7F7	PF17840	Tethering Ubl4a to BAGS domain	91	137
Q8N7G0	PF00046	Homeodomain	223	261
Q8N7G0	PF00157	Pou domain - N-terminal to homeobox domain	123	192
Q8N7M0	PF03645	Tctex-1 family	81	174
Q8N7P1	PF13918	PLD-like domain	242	421
Q8N7Q3	PF00096	Zinc finger, C2H2 type	197	219
Q8N7Q3	PF00096	Zinc finger, C2H2 type	225	247
Q8N7Q3	PF00096	Zinc finger, C2H2 type	253	275
Q8N7Q3	PF00096	Zinc finger, C2H2 type	281	303
Q8N7Q3	PF00096	Zinc finger, C2H2 type	309	331
Q8N7Q3	PF00096	Zinc finger, C2H2 type	337	359
Q8N7Q3	PF00096	Zinc finger, C2H2 type	365	387
Q8N7Q3	PF00096	Zinc finger, C2H2 type	393	415
Q8N7Q3	PF00096	Zinc finger, C2H2 type	421	443
Q8N7Q3	PF00096	Zinc finger, C2H2 type	449	471
Q8N7Q3	PF00096	Zinc finger, C2H2 type	477	499
Q8N7Q3	PF13465	Zinc-finger double domain	547	572
Q8N7S2	PF00226	DnaJ domain	54	95
Q8N7X1	PF00076	RNA recognition motif	10	79
Q8N7X2	NA	NA	NA	NA
Q8N7Z5	PF12796	Ankyrin repeats (3 copies)	495	582
Q8N7Z5	PF12796	Ankyrin repeats (3 copies)	1159	1251
Q8N7Z5	PF18755	Restriction Enzyme Adenine Methylase Associated	1680	1780
Q8N815	PF00134	Cyclin, N-terminal domain	53	178
Q8N878	PF00373	FERM central domain	151	264
Q8N878	PF09379	FERM N-terminal domain	58	119
Q8N8C0	PF00096	Zinc finger, C2H2 type	33	55
Q8N8C0	PF00096	Zinc finger, C2H2 type	61	83
Q8N8C0	PF00096	Zinc finger, C2H2 type	89	111
Q8N8D1	PF16021	Programmed cell death protein 7	170	481
Q8N8F7	PF15145	Domain of unknown function (DUF4577)	1	131
Q8N8M0	PF00583	Acetyltransferase (GNAT) family	79	156
Q8N8M0	PF24066	Histidine N-acetyltransferase, C-terminal	214	336
Q8N8R5	PF10561	C2orf69	57	361
Q8N8U3	PF00098	Zinc knuckle	445	459
Q8N8U3	PF16297	Domain of unknown function (DUF4939)	235	317
Q8N8Z6	PF00431	CUB domain	41	147
Q8N8Z6	PF00754	F5/8 type C domain	267	409
Q8N8Z6	PF03815	LCCL domain	167	240
Q8N944	PF09422	APC membrane recruitment protein	14	180
Q8N944	PF09422	APC membrane recruitment protein	198	471
Q8N957	PF00041	Fibronectin type III domain	271	356
Q8N961	PF00023	Ankyrin repeat	522	551
Q8N961	PF00651	BTB/POZ domain	838	945
Q8N961	PF12796	Ankyrin repeats (3 copies)	566	633
Q8N961	PF26281	Histone domain in ABTB family protein	98	233
Q8N967	PF01462	Leucine rich repeat N-terminal domain	39	67
Q8N967	PF13855	Leucine rich repeat	94	152
Q8N972	PF00096	Zinc finger, C2H2 type	140	162
Q8N972	PF00096	Zinc finger, C2H2 type	168	190
Q8N972	PF00096	Zinc finger, C2H2 type	196	218
Q8N972	PF00096	Zinc finger, C2H2 type	224	246
Q8N972	PF00096	Zinc finger, C2H2 type	252	274
Q8N972	PF00096	Zinc finger, C2H2 type	308	330
Q8N972	PF00096	Zinc finger, C2H2 type	336	358
Q8N972	PF00096	Zinc finger, C2H2 type	364	386
Q8N972	PF00096	Zinc finger, C2H2 type	392	414
Q8N972	PF00096	Zinc finger, C2H2 type	448	470
Q8N972	PF00096	Zinc finger, C2H2 type	476	498
Q8N972	PF00096	Zinc finger, C2H2 type	504	526
Q8N972	PF00096	Zinc finger, C2H2 type	532	554
Q8N972	PF00096	Zinc finger, C2H2 type	560	582
Q8N972	PF01352	KRAB box	3	44
Q8N998	PF28422	Coiled-coil domain-containing protein 89	52	372
Q8N9B8	PF00617	RasGEF domain	218	411
Q8N9B8	PF00618	RasGEF N-terminal motif	46	139
Q8N9F8	PF00096	Zinc finger, C2H2 type	178	200
Q8N9F8	PF00096	Zinc finger, C2H2 type	216	238
Q8N9F8	PF00096	Zinc finger, C2H2 type	244	266
Q8N9F8	PF00096	Zinc finger, C2H2 type	272	294
Q8N9F8	PF00096	Zinc finger, C2H2 type	300	322
Q8N9F8	PF00096	Zinc finger, C2H2 type	328	350
Q8N9F8	PF00096	Zinc finger, C2H2 type	356	378
Q8N9F8	PF00096	Zinc finger, C2H2 type	384	406
Q8N9F8	PF00096	Zinc finger, C2H2 type	412	434
Q8N9F8	PF00096	Zinc finger, C2H2 type	440	462
Q8N9F8	PF00096	Zinc finger, C2H2 type	468	490
Q8N9F8	PF00096	Zinc finger, C2H2 type	496	518
Q8N9F8	PF01352	KRAB box	13	54
Q8N9K5	PF00096	Zinc finger, C2H2 type	208	229
Q8N9K5	PF00096	Zinc finger, C2H2 type	237	257
Q8N9K5	PF00096	Zinc finger, C2H2 type	263	285
Q8N9K5	PF00096	Zinc finger, C2H2 type	291	313
Q8N9K5	PF00096	Zinc finger, C2H2 type	319	341
Q8N9K5	PF00096	Zinc finger, C2H2 type	347	369
Q8N9K5	PF00096	Zinc finger, C2H2 type	375	397
Q8N9K5	PF00096	Zinc finger, C2H2 type	403	425
Q8N9K5	PF00096	Zinc finger, C2H2 type	431	453
Q8N9K5	PF00096	Zinc finger, C2H2 type	459	481
Q8N9K5	PF00096	Zinc finger, C2H2 type	487	509
Q8N9K5	PF00096	Zinc finger, C2H2 type	515	537
Q8N9K5	PF01352	KRAB box	45	86
Q8N9M1	PF17740	Family of unknown function (DUF5577)	130	418
Q8N9M1	PF18017	SAM domain (Sterile alpha motif)	38	121
Q8N9N7	PF13855	Leucine rich repeat	131	186
Q8N9N7	PF23598	Leucine-rich repeat region	58	116
Q8N9T8	PF05178	KRI1-like family	337	429
Q8N9T8	PF12936	KRI1-like family C-terminal	498	585
Q8N9U0	PF00168	C2 domain	242	335
Q8N9U0	PF00168	C2 domain	367	471
Q8N9V7	PF14669	Putative aspartate racemase	1287	1462
Q8N9W8	PF12480	Golgi associated RAB2 interactor protein-like, Rab2B-binding domain	116	184
Q8N9Y4	PF15238	Omega loop, TEAD interacting region 3	190	205
Q8NA23	PF00400	WD domain, G-beta repeat	94	131
Q8NA23	PF00400	WD domain, G-beta repeat	137	174
Q8NA23	PF00400	WD domain, G-beta repeat	191	216
Q8NA23	PF00400	WD domain, G-beta repeat	271	310
Q8NA47	PF21773	ODAD1 central coiled coil region	151	434
Q8NA69	PF15373	Stabilizer of axonemal microtubules 5	66	504
Q8NAA5	NA	NA	NA	NA
Q8NAB2	PF00651	BTB/POZ domain	42	148
Q8NAB2	PF01344	Kelch motif	392	441
Q8NAB2	PF01344	Kelch motif	543	586
Q8NAB2	PF07707	BTB And C-terminal Kelch	154	254
Q8NB42	PF00096	Zinc finger, C2H2 type	302	324
Q8NB42	PF00096	Zinc finger, C2H2 type	330	352
Q8NB42	PF00096	Zinc finger, C2H2 type	358	380
Q8NB42	PF00096	Zinc finger, C2H2 type	442	464
Q8NB42	PF00096	Zinc finger, C2H2 type	470	492
Q8NB42	PF00096	Zinc finger, C2H2 type	498	520
Q8NB42	PF00096	Zinc finger, C2H2 type	526	548
Q8NB42	PF00096	Zinc finger, C2H2 type	554	576
Q8NB42	PF00096	Zinc finger, C2H2 type	582	604
Q8NB42	PF01352	KRAB box	13	54
Q8NB42	PF13465	Zinc-finger double domain	400	425
Q8NB46	PF00023	Ankyrin repeat	964	991
Q8NB46	PF12796	Ankyrin repeats (3 copies)	12	104
Q8NB46	PF12796	Ankyrin repeats (3 copies)	111	203
Q8NB46	PF12796	Ankyrin repeats (3 copies)	210	302
Q8NB46	PF12796	Ankyrin repeats (3 copies)	376	485
Q8NB46	PF12796	Ankyrin repeats (3 copies)	589	681
Q8NB46	PF12796	Ankyrin repeats (3 copies)	682	749
Q8NB46	PF12796	Ankyrin repeats (3 copies)	753	813
Q8NB46	PF12796	Ankyrin repeats (3 copies)	884	951
Q8NB46	PF13637	Ankyrin repeats (many copies)	324	352
Q8NB46	PF13637	Ankyrin repeats (many copies)	530	570
Q8NB46	PF13637	Ankyrin repeats (many copies)	827	878
Q8NB50	PF00096	Zinc finger, C2H2 type	141	163
Q8NB50	PF00096	Zinc finger, C2H2 type	169	191
Q8NB50	PF00096	Zinc finger, C2H2 type	225	247
Q8NB50	PF00096	Zinc finger, C2H2 type	253	275
Q8NB50	PF00096	Zinc finger, C2H2 type	281	303
Q8NB50	PF00096	Zinc finger, C2H2 type	309	331
Q8NB50	PF00096	Zinc finger, C2H2 type	337	359
Q8NB50	PF00096	Zinc finger, C2H2 type	365	387
Q8NB50	PF00096	Zinc finger, C2H2 type	393	415
Q8NB50	PF00096	Zinc finger, C2H2 type	421	443
Q8NB50	PF00096	Zinc finger, C2H2 type	449	471
Q8NB50	PF00096	Zinc finger, C2H2 type	477	499
Q8NB50	PF00096	Zinc finger, C2H2 type	505	527
Q8NB50	PF00096	Zinc finger, C2H2 type	535	555
Q8NB50	PF00096	Zinc finger, C2H2 type	561	583
Q8NB50	PF00096	Zinc finger, C2H2 type	589	611
Q8NB50	PF00096	Zinc finger, C2H2 type	617	639
Q8NB50	PF00096	Zinc finger, C2H2 type	645	667
Q8NB50	PF00096	Zinc finger, C2H2 type	673	695
Q8NB50	PF00096	Zinc finger, C2H2 type	701	723
Q8NB50	PF00096	Zinc finger, C2H2 type	729	751
Q8NB50	PF00096	Zinc finger, C2H2 type	757	779
Q8NB50	PF00096	Zinc finger, C2H2 type	785	807
Q8NB50	PF00096	Zinc finger, C2H2 type	840	862
