Pfam_code,REC_blosum,FULL_blosum,REC_vs_FULL_blosum_diff,REC_vs_FULL_blosum_%_improvement
PF18861,0.66,0.67,-0.01,-1.49
PF18872,4.64,4.64,0.00,0.00
PF18875,3.55,3.55,0.00,0.00
PF18876,2.67,2.63,0.04,1.52
PF18890,,,,
PF18891,,,,
PF18913,4.17,4.15,0.02,0.48
PF18995,1.30,1.37,-0.07,-5.11
PF19016,,,,
PF19018,2.38,2.42,-0.04,-1.65
PF19026,3.43,3.39,0.04,1.18
PF19028,2.20,2.03,0.17,8.37
PF19030,1.85,1.83,0.02,1.09
PF19031,1.30,1.27,0.03,2.36
PF19032,2.09,2.12,-0.03,-1.42
PF19033,0.98,0.98,0.00,0.00
PF19035,3.50,3.50,0.00,0.00
PF19036,0.69,0.69,0.00,0.00
PF19037,0.36,0.29,0.07,24.14
PF19038,0.58,0.58,0.00,0.00
PF19039,2.39,2.30,0.09,3.91
PF19046,5.03,4.92,0.11,2.24
PF19047,1.95,2.07,-0.12,-5.80
PF19052,3.17,3.17,0.00,0.00
PF19055,2.64,1.90,0.74,38.95
PF19056,1.81,1.74,0.07,4.02
PF19057,1.48,1.39,0.09,6.47
PF19088,2.70,1.60,1.10,68.75
PF19179,1.41,1.35,0.06,4.44
PF19188,1.86,1.84,0.02,1.09
PF19193,1.29,1.11,0.18,16.22
PF19221,2.14,2.09,0.05,2.39
PF19236,2.52,2.26,0.26,11.50
PF19252,,,,
PF19256,2.41,2.42,-0.01,-0.41
PF19269,,,,
PF19270,,,,
PF19272,1.73,1.64,0.09,5.49
PF19273,,,,
PF19274,5.15,5.12,0.03,0.59
PF19277,0.41,0.29,0.12,41.38
PF19278,,,,
PF19279,,,,
PF19280,1.38,1.38,0.00,0.00
PF19281,4.17,4.17,0.00,0.00
PF19282,,,,
PF19283,,,,
PF19284,,,,
PF19285,,,,
PF19286,1.86,1.11,0.75,67.57
PF19292,2.76,1.73,1.03,59.54
PF19302,,,,
PF19303,0.84,0.80,0.04,5.00
PF19304,,,,
PF19305,,,,
PF19309,1.80,1.79,0.01,0.56
PF19311,1.84,1.53,0.31,20.26
PF19314,2.05,2.04,0.01,0.49
PF19316,,,,
PF19317,4.90,4.92,-0.02,-0.41
PF19318,,,,
PF19321,,,,
PF19323,,,,
PF19324,,,,
PF19325,,,,
PF19326,3.32,3.32,0.00,0.00
PF19329,1.61,1.61,0.00,0.00
PF19330,,,,
PF19332,,,,
PF19333,,,,
PF19334,,,,
PF19336,,,,
PF19337,,,,
PF19338,,,,
PF19339,,,,
PF19340,,,,
PF19341,,,,
PF19418,,,,
PF19421,2.78,2.76,0.02,0.72
PF19422,1.65,1.32,0.33,25.00
PF19423,,,,
PF19424,,,,
PF19426,3.58,2.29,1.29,56.33
PF19427,,,,
PF19428,,,,
PF19430,,,,
PF19431,,,,
PF19432,,,,
PF19433,,,,
PF19434,,,,
PF19435,,,,
PF19437,,,,
PF19438,,,,
PF19439,,,,
PF19440,2.37,2.33,0.04,1.72
PF19441,3.03,2.99,0.04,1.34
PF19442,,,,
PF19444,,,,
PF19445,,,,
PF19518,2.05,2.06,-0.01,-0.49
PF19520,3.09,2.92,0.17,5.82
PF19525,2.75,2.62,0.13,4.96
PF19532,1.94,0.90,1.04,115.56
PF19533,,,,
PF19536,,,,
PF19548,1.69,1.46,0.23,15.75
PF19566,,,,
PF19627,2.76,1.70,1.06,62.35
PF19675,,,,
PF19687,,,,
PF19699,2.54,2.52,0.02,0.79
PF19704,,,,
PF19710,,,,
PF19712,,,,
PF19718,,,,
PF19722,2.14,1.94,0.20,10.31
PF19725,,,,
PF19729,,,,
PF19737,,,,
PF19743,2.40,2.65,-0.25,-9.43
PF19745,,,,
PF19913,,,,
PF19914,,,,
PF20010,1.61,1.61,0.00,0.00
PF20023,0.23,0.23,0.00,0.00
PF20053,,,,
PF20067,,,,
PF20143,,,,
PF20144,3.45,3.45,0.00,0.00
PF20145,3.62,3.62,0.00,0.00
PF20165,4.42,4.42,0.00,0.00
PF20166,1.00,1.00,0.00,0.00
PF20168,3.53,3.29,0.24,7.29
PF20170,2.50,2.49,0.01,0.40
PF20173,2.52,1.98,0.54,27.27
PF20175,,,,
PF20179,0.75,0.75,0.00,0.00
PF20180,,,,
PF20206,,,,
PF20210,3.32,3.28,0.04,1.22
PF20252,2.60,2.10,0.50,23.81
PF20256,3.34,3.34,0.00,0.00
PF20258,,,,
PF20259,,,,
PF20262,,,,
PF20266,1.17,0.98,0.19,19.39
PF20267,4.14,3.54,0.60,16.95
PF20268,,,,
PF20302,2.19,2.18,0.01,0.46
PF20309,2.88,2.88,0.00,0.00
PF20406,3.49,3.45,0.04,1.16
PF20408,0.72,0.41,0.31,75.61
PF20412,1.71,1.65,0.06,3.64
PF20416,,,,
PF20417,,,,
PF20421,1.39,1.36,0.03,2.21
PF20422,1.76,1.73,0.03,1.73
PF20425,1.43,1.43,0.00,0.00
PF20426,1.93,1.81,0.12,6.63
PF20427,,,,
PF20433,1.80,1.80,0.00,0.00
PF20443,0.08,0.08,0.00,0.00
PF20468,,,,
PF20470,0.55,0.55,0.00,0.00
PF20478,,,,
PF20479,,,,
PF20490,2.37,2.39,-0.02,-0.84
PF20491,,,,
PF20492,1.93,1.93,0.00,0.00
PF20502,,,,
PF20504,,,,
PF20510,,,,
PF20511,,,,
PF20512,,,,
PF20514,,,,
PF20517,,,,
PF20518,,,,
PF20519,1.60,1.59,0.01,0.63
PF20520,2.43,2.26,0.17,7.52
PF20588,,,,
PF20624,3.09,2.88,0.21,7.29
