Pfam_code,REC_gaps,FULL_gaps,REC_vs_FULL_gaps_diff,REC_vs_FULL_gaps_%_improvement
PF15057,0.01,0.00,-0.01,
PF15058,0.17,0.57,0.40,70.18
PF15059,0.01,0.01,0.00,0.00
PF15060,0.23,0.22,-0.01,-4.55
PF15061,0.00,0.00,0.00,
PF15062,0.00,0.00,0.00,
PF15063,0.01,0.01,0.00,0.00
PF15064,0.00,0.00,0.00,
PF15065,0.00,0.00,0.00,
PF15066,0.00,0.50,0.50,100.00
PF15067,0.01,0.01,0.00,0.00
PF15068,0.03,0.03,0.00,0.00
PF15069,0.03,0.03,0.00,0.00
PF15070,0.75,0.76,0.01,1.32
PF15071,0.00,0.00,0.00,
PF15072,0.00,0.00,0.00,
PF15076,0.00,0.00,0.00,
PF15077,0.50,0.50,0.00,0.00
PF15078,0.00,0.50,0.50,100.00
PF15079,0.00,0.00,0.00,
PF15080,0.00,0.00,0.00,
PF15081,0.00,0.00,0.00,
PF15083,0.00,0.25,0.25,100.00
PF15084,0.00,0.00,0.00,
PF15085,0.00,0.00,0.00,
PF15086,0.00,0.00,0.00,
PF15087,0.00,0.00,0.00,
PF15088,0.00,0.00,0.00,
PF15090,0.00,0.00,0.00,
PF15091,0.00,0.00,0.00,
PF15092,0.00,0.00,0.00,
PF15095,0.00,0.00,0.00,
PF15096,0.00,0.00,0.00,
PF15097,0.00,0.00,0.00,
PF15098,0.00,0.00,0.00,
PF15099,0.00,0.00,0.00,
PF15100,0.00,0.00,0.00,
PF15101,0.00,0.00,0.00,
PF15102,0.00,0.00,0.00,
PF15103,0.00,0.00,0.00,
PF15105,0.00,0.00,0.00,
PF15106,0.00,0.00,0.00,
PF15107,0.02,0.02,0.00,0.00
PF15108,0.00,0.00,0.00,
PF15109,0.00,0.00,0.00,
PF15110,0.00,0.00,0.00,
PF15111,0.00,0.00,0.00,
PF15112,0.00,0.00,0.00,
PF15113,0.00,0.00,0.00,
PF15115,0.00,0.00,0.00,
PF15116,0.00,0.00,0.00,
PF15117,0.00,0.00,0.00,
PF15118,0.00,0.00,0.00,
PF15119,0.00,0.00,0.00,
PF15120,0.00,0.00,0.00,
PF15121,0.00,0.00,0.00,
PF15122,0.00,0.00,0.00,
PF15124,0.00,0.00,0.00,
PF15125,0.00,0.00,0.00,
PF15127,0.00,0.00,0.00,
PF15128,0.00,0.00,0.00,
PF15129,0.22,0.21,-0.01,-4.76
PF15130,0.00,0.00,0.00,
PF15132,0.00,0.00,0.00,
PF15133,0.00,0.00,0.00,
PF15135,0.00,0.00,0.00,
PF15136,0.00,0.00,0.00,
PF15138,0.00,0.00,0.00,
PF15141,0.00,0.00,0.00,
PF15142,0.00,0.00,0.00,
PF15143,0.38,0.38,0.00,0.00
PF15144,0.00,0.00,0.00,
PF15145,0.00,0.00,0.00,
PF15146,0.00,0.00,0.00,
PF15147,0.00,0.00,0.00,
PF15148,0.00,0.00,0.00,
PF15149,0.00,0.00,0.00,
PF15150,0.00,0.00,0.00,
PF15151,0.00,0.00,0.00,
PF15152,0.00,0.00,0.00,
PF15153,0.00,0.00,0.00,
PF15155,0.00,0.00,0.00,
PF15156,0.00,0.00,0.00,
PF15157,0.00,0.12,0.12,100.00
PF15159,0.00,0.00,0.00,
PF15160,0.00,0.00,0.00,
PF15162,0.00,0.00,0.00,
PF15163,0.00,0.00,0.00,
PF15164,0.00,0.00,0.00,
PF15165,0.00,0.00,0.00,
PF15167,0.00,0.00,0.00,
PF15168,0.00,0.00,0.00,
PF15169,0.00,0.00,0.00,
PF15170,0.01,0.01,0.00,0.00
PF15171,0.00,0.00,0.00,
PF15172,0.00,0.00,0.00,
PF15173,0.01,0.01,0.00,0.00
PF15174,0.00,0.00,0.00,
PF15175,0.00,0.00,0.00,
PF15176,0.00,0.00,0.00,
PF15177,0.02,0.02,0.00,0.00
PF15179,0.00,0.00,0.00,
PF15180,0.12,0.11,-0.01,-9.09
PF15182,0.00,0.00,0.00,
PF15183,0.03,0.03,0.00,0.00
PF15184,0.00,0.00,0.00,
PF15185,0.00,0.00,0.00,
PF15186,0.03,0.03,0.00,0.00
PF15187,0.00,0.00,0.00,
PF15188,0.00,0.00,0.00,
PF15189,0.00,0.00,0.00,
PF15191,0.00,0.00,0.00,
PF15192,0.00,0.00,0.00,
PF15193,0.00,0.00,0.00,
PF15194,0.07,0.00,-0.07,
PF15195,0.00,0.00,0.00,
PF15196,0.00,0.00,0.00,
PF15198,0.00,0.00,0.00,
PF15199,0.00,0.00,0.00,
PF15200,0.00,0.00,0.00,
PF15201,0.00,0.00,0.00,
PF15202,0.00,0.00,0.00,
PF15203,0.00,0.00,0.00,
PF15204,0.00,0.00,0.00,
PF15205,0.00,0.00,0.00,
PF15206,0.00,0.00,0.00,
PF15207,0.00,0.00,0.00,
PF15208,0.00,0.00,0.00,
PF15209,0.00,0.00,0.00,
PF15210,0.00,0.00,0.00,
PF15211,0.00,0.00,0.00,
PF15212,0.00,0.45,0.45,100.00
PF15213,0.00,0.00,0.00,
PF15214,0.00,0.00,0.00,
PF15215,0.00,0.00,0.00,
PF15216,0.00,0.00,0.00,
PF15218,0.00,0.00,0.00,
PF15219,0.00,0.00,0.00,
PF15220,0.00,0.00,0.00,
PF15221,0.00,0.00,0.00,
PF15223,0.42,0.42,0.00,0.00
PF15224,0.00,0.00,0.00,
PF15225,0.00,0.00,0.00,
PF15226,0.00,0.00,0.00,
PF15227,0.03,0.03,0.00,0.00
PF15228,0.05,0.05,0.00,0.00
PF15229,0.32,0.29,-0.03,-10.34
PF15230,0.14,0.11,-0.03,-27.27
PF15231,0.01,0.33,0.32,96.97
PF15232,0.07,0.05,-0.02,-40.00
PF15233,0.24,0.39,0.15,38.46
PF15234,0.00,0.00,0.00,
PF15235,0.14,0.09,-0.05,-55.56
PF15236,0.00,0.00,0.00,
PF15237,0.11,0.11,0.00,0.00
PF15238,0.00,0.33,0.33,100.00
PF15240,0.33,0.35,0.02,5.71
PF15241,0.02,0.01,-0.01,-100.00
PF15242,0.03,0.05,0.02,40.00
PF15243,0.00,0.00,0.00,
PF15244,0.00,0.00,0.00,
PF15245,0.00,0.00,0.00,
PF15246,0.05,0.04,-0.01,-25.00
PF15247,0.00,0.00,0.00,
PF15248,0.12,0.09,-0.03,-33.33
PF15249,0.02,0.01,-0.01,-100.00
PF15250,0.03,0.03,0.00,0.00
PF15252,0.08,0.06,-0.02,-33.33
PF15253,0.00,0.00,0.00,
PF15254,0.00,0.00,0.00,
PF15255,0.10,0.11,0.01,9.09
PF15256,0.06,0.06,0.00,0.00
PF15257,0.00,0.00,0.00,
PF15258,0.53,0.39,-0.14,-35.90
PF15259,0.22,0.20,-0.02,-10.00
PF15260,0.01,0.01,0.00,0.00
PF15261,0.00,0.00,0.00,
PF15262,0.16,0.18,0.02,11.11
PF15264,0.00,0.00,0.00,
PF15265,0.05,0.06,0.01,16.67
PF15266,0.08,0.07,-0.01,-14.29
PF15268,0.50,0.49,-0.01,-2.04
PF15269,0.02,0.02,0.00,0.00
PF15273,0.55,0.43,-0.12,-27.91
PF15274,0.00,0.00,0.00,
PF15275,0.08,0.10,0.02,20.00
PF15276,0.11,0.08,-0.03,-37.50
PF15277,0.05,0.04,-0.01,-25.00
PF15279,0.25,0.28,0.03,10.71
PF15280,0.00,0.00,0.00,
PF15281,0.00,0.00,0.00,
PF15282,0.07,0.07,0.00,0.00
PF15285,0.00,0.00,0.00,
PF15288,0.00,0.00,0.00,
PF15289,0.00,0.00,0.00,
PF15290,0.02,0.03,0.01,33.33
PF15291,0.00,0.00,0.00,
PF15292,0.00,0.00,0.00,
PF15293,0.00,0.00,0.00,
PF15294,0.00,0.00,0.00,
PF15295,0.00,0.00,0.00,
PF15296,0.00,0.00,0.00,
PF15297,0.44,0.42,-0.02,-4.76
PF15298,0.37,0.36,-0.01,-2.78
PF15299,0.00,0.00,0.00,
PF15300,0.01,0.00,-0.01,
PF15301,0.14,0.39,0.25,64.10
PF15302,0.00,0.00,0.00,
PF15303,0.00,0.00,0.00,
PF15304,0.50,0.50,0.00,0.00
PF15305,0.00,0.00,0.00,
PF15306,0.00,0.00,0.00,
PF15307,0.00,0.00,0.00,
PF15308,0.25,0.25,0.00,0.00
PF15309,0.07,0.06,-0.01,-16.67
PF15310,0.00,0.00,0.00,
PF15311,0.00,0.00,0.00,
PF15312,0.00,0.00,0.00,
PF15313,0.07,0.07,0.00,0.00
PF15314,0.00,0.00,0.00,
PF15315,0.00,0.00,0.00,
PF15316,0.07,0.06,-0.01,-16.67
PF15317,0.31,0.30,-0.01,-3.33
PF15318,0.00,0.00,0.00,
PF15319,0.00,0.00,0.00,
PF15320,0.00,0.00,0.00,
PF15321,0.08,0.12,0.04,33.33
PF15322,0.00,0.00,0.00,
PF15323,0.00,0.00,0.00,
PF15324,0.00,0.00,0.00,
PF15325,0.00,0.00,0.00,
PF15326,0.25,0.16,-0.09,-56.25
PF15327,0.04,0.04,0.00,0.00
PF15328,0.00,0.00,0.00,
PF15330,0.09,0.08,-0.01,-12.50
PF15331,0.00,0.00,0.00,
PF15332,0.00,0.00,0.00,
PF15333,0.00,0.00,0.00,
PF15334,0.00,0.00,0.00,
PF15335,0.00,0.00,0.00,
PF15336,0.07,0.07,0.00,0.00
PF15337,0.02,0.02,0.00,0.00
PF15338,0.00,0.00,0.00,
PF15339,0.00,0.00,0.00,
PF15340,0.00,0.00,0.00,
PF15342,0.08,0.06,-0.02,-33.33
PF15343,0.00,0.00,0.00,
PF15344,0.10,0.10,0.00,0.00
PF15345,0.00,0.00,0.00,
PF15346,0.00,0.00,0.00,
PF15347,0.00,0.00,0.00,
PF15348,0.00,0.00,0.00,
PF15349,0.00,0.00,0.00,
PF15350,0.00,0.48,0.48,100.00
PF15351,0.00,0.00,0.00,
PF15352,0.00,0.00,0.00,
PF15353,0.00,0.00,0.00,
PF15354,0.00,0.00,0.00,
PF15355,0.00,0.00,0.00,
PF15356,0.00,0.00,0.00,
PF15357,0.00,0.00,0.00,
PF15358,0.00,0.00,0.00,
PF15359,0.00,0.00,0.00,
PF15360,0.00,0.00,0.00,
PF15361,0.00,0.00,0.00,
PF15362,0.00,0.00,0.00,
PF15363,0.00,0.00,0.00,
PF15364,0.00,0.00,0.00,
PF15365,0.00,0.00,0.00,
PF15366,0.00,0.00,0.00,
PF15367,0.00,0.00,0.00,
PF15368,0.00,0.00,0.00,
PF15369,0.00,0.00,0.00,
PF15370,0.00,0.00,0.00,
PF15371,0.03,0.01,-0.02,-200.00
PF15372,0.00,0.00,0.00,
PF15374,0.38,0.56,0.18,32.14
PF15376,0.00,0.00,0.00,
PF15377,0.00,0.00,0.00,
PF15378,0.00,0.00,0.00,
PF15379,0.00,0.00,0.00,
PF15380,0.00,0.00,0.00,
PF15382,0.00,0.00,0.00,
PF15383,0.00,0.00,0.00,
PF15384,0.00,0.00,0.00,
PF15385,0.47,0.47,0.00,0.00
PF15386,0.00,0.00,0.00,
PF15387,0.00,0.00,0.00,
PF15388,0.03,0.02,-0.01,-50.00
PF15389,0.00,0.00,0.00,
PF15390,0.00,0.00,0.00,
PF15391,0.00,0.00,0.00,
PF15392,0.00,0.00,0.00,
PF15393,0.00,0.00,0.00,
PF15394,0.00,0.00,0.00,
PF15395,0.00,0.00,0.00,
PF15396,0.00,0.00,0.00,
PF15397,0.00,0.00,0.00,
PF15399,0.00,0.00,0.00,
PF15409,0.04,0.04,0.00,0.00
PF15410,0.08,0.08,0.00,0.00
PF15412,0.02,0.06,0.04,66.67
PF15419,0.00,0.00,0.00,
PF15423,0.01,0.01,0.00,0.00
PF15424,0.00,0.00,0.00,
PF15427,0.00,0.00,0.00,
PF15429,0.00,0.00,0.00,
PF15431,0.00,0.00,0.00,
PF15433,0.00,0.00,0.00,
PF15435,0.00,0.00,0.00,
PF15439,0.10,0.10,0.00,0.00
PF15440,0.07,0.08,0.01,12.50
PF15441,0.00,0.00,0.00,
PF15442,0.00,0.00,0.00,
PF15443,0.00,0.00,0.00,
PF15444,0.00,0.47,0.47,100.00
PF15449,0.00,0.00,0.00,
PF15450,0.00,0.00,0.00,
PF15451,0.00,0.00,0.00,
PF15452,0.18,0.19,0.01,5.26
PF15453,0.50,0.50,0.00,0.00
PF15454,0.00,0.00,0.00,
PF15455,0.00,0.00,0.00,
PF15462,0.00,0.00,0.00,
PF15464,0.00,0.00,0.00,
PF15465,0.00,0.00,0.00,
PF15466,0.00,0.00,0.00,
PF15467,0.00,0.00,0.00,
PF15468,0.00,0.00,0.00,
PF15469,0.00,0.00,0.00,
PF15470,0.00,0.00,0.00,
PF15471,0.00,0.00,0.00,
PF15472,0.00,0.00,0.00,
PF15473,0.00,0.00,0.00,
PF15475,0.00,0.00,0.00,
PF15476,0.00,0.00,0.00,
PF15477,0.06,0.07,0.01,14.29
PF15478,0.00,0.00,0.00,
PF15479,0.00,0.00,0.00,
PF15480,0.00,0.50,0.50,100.00
PF15482,0.00,0.00,0.00,
PF15483,0.00,0.00,0.00,
PF15484,0.00,0.00,0.00,
PF15485,0.00,0.00,0.00,
PF15486,0.00,0.00,0.00,
PF15487,0.01,0.01,0.00,0.00
PF15488,0.00,0.00,0.00,
PF15489,0.00,0.00,0.00,
PF15490,0.00,0.00,0.00,
PF15492,0.00,0.00,0.00,
PF15494,0.10,0.09,-0.01,-11.11
PF15497,0.00,0.00,0.00,
PF15498,0.00,0.00,0.00,
PF15499,0.00,0.00,0.00,
PF15501,0.00,0.00,0.00,
PF15502,0.00,0.00,0.00,
PF15503,0.00,0.00,0.00,
PF15504,0.00,0.00,0.00,
PF15505,0.00,0.00,0.00,
PF15506,0.00,0.00,0.00,
PF15508,0.05,0.03,-0.02,-66.67
PF15509,0.00,0.00,0.00,
PF15510,0.00,0.00,0.00,
PF15511,0.30,0.19,-0.11,-57.89
PF15512,0.00,0.00,0.00,
PF15519,0.12,0.10,-0.02,-20.00
PF15539,0.00,0.00,0.00,
PF15546,0.00,0.00,0.00,
PF15547,0.00,0.00,0.00,
PF15549,0.11,0.09,-0.02,-22.22
PF15550,0.00,0.00,0.00,
PF15551,0.00,0.00,0.00,
PF15552,0.00,0.00,0.00,
PF15553,0.00,0.00,0.00,
PF15554,0.00,0.00,0.00,
PF15555,0.00,0.00,0.00,
PF15556,0.00,0.00,0.00,
PF15557,0.00,0.00,0.00,
PF15558,0.01,0.01,0.00,0.00
PF15559,0.00,0.00,0.00,
PF15576,0.00,0.00,0.00,
PF15578,0.00,0.00,0.00,
PF15612,0.10,0.04,-0.06,-150.00
PF15613,0.16,0.28,0.12,42.86
PF15619,0.01,0.00,-0.01,
PF15620,0.00,0.00,0.00,
PF15621,0.11,0.10,-0.01,-10.00
PF15622,0.00,0.00,0.00,
PF15623,0.00,0.01,0.01,100.00
PF15625,0.02,0.02,0.00,0.00
PF15627,0.00,0.00,0.00,
PF15630,0.00,0.00,0.00,
PF15632,0.00,0.00,0.00,
PF15636,0.00,0.01,0.01,100.00
PF15661,0.00,0.00,0.00,
PF15662,0.00,0.00,0.00,
PF15663,0.22,0.22,0.00,0.00
PF15664,0.00,0.00,0.00,
PF15665,0.09,0.08,-0.01,-12.50
PF15666,0.02,0.01,-0.01,-100.00
PF15668,0.00,0.00,0.00,
PF15669,0.00,0.00,0.00,
PF15670,0.34,0.33,-0.01,-3.03
PF15671,0.00,0.00,0.00,
PF15672,0.00,0.00,0.00,
PF15673,0.00,0.00,0.00,
PF15674,0.00,0.00,0.00,
PF15675,0.00,0.00,0.00,
PF15676,0.00,0.00,0.00,
PF15677,0.00,0.00,0.00,
PF15678,0.00,0.00,0.00,
PF15679,0.00,0.00,0.00,
PF15680,0.00,0.00,0.00,
PF15681,0.00,0.00,0.00,
PF15682,0.00,0.00,0.00,
PF15683,0.00,0.00,0.00,
PF15684,0.00,0.00,0.00,
PF15685,0.00,0.00,0.00,
PF15686,0.00,0.00,0.00,
PF15687,0.00,0.00,0.00,
PF15688,0.00,0.00,0.00,
PF15689,0.00,0.00,0.00,
PF15690,0.00,0.00,0.00,
PF15692,0.14,0.10,-0.04,-40.00
PF15693,0.00,0.00,0.00,
PF15694,0.00,0.00,0.00,
PF15695,0.00,0.00,0.00,
PF15696,0.00,0.00,0.00,
PF15702,0.00,0.00,0.00,
PF15703,0.49,0.47,-0.02,-4.26
PF15705,0.02,0.02,0.00,0.00
PF15706,0.10,0.07,-0.03,-42.86
PF15707,0.00,0.00,0.00,
PF15708,0.02,0.01,-0.01,-100.00
PF15709,0.00,0.00,0.00,
PF15710,0.00,0.00,0.00,
PF15711,0.03,0.02,-0.01,-50.00
PF15712,0.00,0.00,0.00,
PF15713,0.00,0.00,0.00,
PF15715,0.00,0.00,0.00,
PF15717,0.00,0.00,0.00,
PF15718,0.00,0.00,0.00,
PF15721,0.00,0.00,0.00,
PF15722,0.55,0.51,-0.04,-7.84
PF15724,0.00,0.00,0.00,
PF15725,0.00,0.00,0.00,
PF15726,0.00,0.00,0.00,
PF15727,0.00,0.00,0.00,
PF15728,0.00,0.00,0.00,
PF15730,0.00,0.00,0.00,
PF15732,0.00,0.00,0.00,
PF15733,0.02,0.05,0.03,60.00
PF15734,0.00,0.00,0.00,
PF15735,0.33,0.32,-0.01,-3.13
PF15736,0.00,0.00,0.00,
PF15737,0.04,0.07,0.03,42.86
PF15739,0.03,0.02,-0.01,-50.00
PF15740,0.00,0.00,0.00,
PF15741,0.00,0.00,0.00,
PF15742,0.00,0.00,0.00,
PF15743,0.00,0.00,0.00,
PF15744,0.00,0.00,0.00,
PF15745,0.00,0.00,0.00,
PF15746,0.00,0.00,0.00,
PF15747,0.00,0.00,0.00,
PF15748,0.00,0.00,0.00,
PF15749,0.00,0.00,0.00,
PF15750,0.00,0.00,0.00,
PF15751,0.00,0.00,0.00,
PF15752,0.00,0.00,0.00,
PF15753,0.00,0.00,0.00,
PF15754,0.00,0.00,0.00,
PF15755,0.00,0.00,0.00,
PF15756,0.00,0.00,0.00,
PF15757,0.00,0.00,0.00,
PF15758,0.00,0.00,0.00,
PF15759,0.00,0.00,0.00,
PF15760,0.00,0.00,0.00,
PF15761,0.00,0.00,0.00,
PF15762,0.00,0.00,0.00,
PF15763,0.00,0.00,0.00,
PF15764,0.00,0.00,0.00,
PF15765,0.00,0.00,0.00,
PF15766,0.00,0.00,0.00,
PF15767,0.00,0.00,0.00,
PF15768,0.00,0.00,0.00,
PF15769,0.00,0.00,0.00,
PF15771,0.00,0.00,0.00,
PF15772,0.00,0.00,0.00,
PF15773,0.00,0.00,0.00,
PF15774,0.00,0.00,0.00,
PF15776,0.00,0.00,0.00,
PF15778,0.00,0.00,0.00,
PF15779,0.22,0.22,0.00,0.00
PF15780,0.00,0.00,0.00,
PF15782,0.00,0.02,0.02,100.00
PF15783,0.44,0.47,0.03,6.38
PF15784,0.13,0.12,-0.01,-8.33
PF15785,0.00,0.00,0.00,
PF15786,0.00,0.00,0.00,
PF15787,0.35,0.35,0.00,0.00
PF15788,0.24,0.26,0.02,7.69
PF15789,0.00,0.00,0.00,
PF15790,0.01,0.01,0.00,0.00
PF15791,0.00,0.00,0.00,
PF15792,0.00,0.00,0.00,
PF15793,0.00,0.00,0.00,
PF15794,0.00,0.00,0.00,
PF15795,0.00,0.00,0.00,
PF15796,0.08,0.07,-0.01,-14.29
PF15797,0.00,0.00,0.00,
PF15798,0.00,0.00,0.00,
PF15799,0.00,0.00,0.00,
PF15800,0.00,0.00,0.00,
PF15801,0.00,0.00,0.00,
PF15802,0.00,0.00,0.00,
PF15803,0.00,0.00,0.00,
PF15805,0.00,0.00,0.00,
PF15806,0.00,0.00,0.00,
PF15807,0.03,0.03,0.00,0.00
PF15808,0.19,0.19,0.00,0.00
PF15809,0.00,0.00,0.00,
PF15810,0.00,0.00,0.00,
PF15811,0.00,0.00,0.00,
PF15812,0.00,0.00,0.00,
PF15813,0.00,0.00,0.00,
PF15814,0.00,0.00,0.00,
PF15815,0.26,0.26,0.00,0.00
PF15816,0.00,0.00,0.00,
PF15817,0.00,0.00,0.00,
PF15818,0.00,0.00,0.00,
PF15819,0.00,0.00,0.00,
PF15820,0.00,0.00,0.00,
PF15821,0.00,0.00,0.00,
PF15822,0.00,0.00,0.00,
PF15823,0.00,0.00,0.00,
PF15824,0.00,0.00,0.00,
PF15825,0.00,0.00,0.00,
PF15826,0.00,0.00,0.00,
PF15829,0.00,0.00,0.00,
PF15830,0.00,0.00,0.00,
PF15831,0.02,0.02,0.00,0.00
PF15832,0.00,0.01,0.01,100.00
PF15833,0.00,0.00,0.00,
PF15834,0.00,0.00,0.00,
PF15835,0.00,0.00,0.00,
PF15836,0.00,0.00,0.00,
PF15838,0.00,0.00,0.00,
PF15839,0.00,0.00,0.00,
PF15841,0.00,0.00,0.00,
PF15842,0.00,0.00,0.00,
PF15843,0.00,0.00,0.00,
PF15844,0.00,0.00,0.00,
PF15845,0.00,0.00,0.00,
PF15846,0.00,0.00,0.00,
PF15847,0.00,0.00,0.00,
PF15848,0.00,0.00,0.00,
PF15849,0.00,0.00,0.00,
PF15851,0.00,0.32,0.32,100.00
PF15852,0.00,0.00,0.00,
PF15854,0.00,0.00,0.00,
PF15855,0.00,0.00,0.00,
PF15858,0.00,0.00,0.00,
PF15859,0.00,0.00,0.00,
PF15862,0.00,0.00,0.00,
PF15865,0.00,0.00,0.00,
PF15870,0.43,0.42,-0.01,-2.38
PF15871,0.20,0.23,0.03,13.04
PF15872,0.20,0.18,-0.02,-11.11
PF15873,0.00,0.00,0.00,
PF15874,0.01,0.01,0.00,0.00
PF15875,0.00,0.00,0.00,
PF15876,0.00,0.00,0.00,
PF15877,0.00,0.00,0.00,
PF15879,0.00,0.00,0.00,
PF15880,0.00,0.00,0.00,
PF15882,0.00,0.00,0.00,
PF15884,0.00,0.00,0.00,
PF15895,0.00,0.00,0.00,
PF15897,0.00,0.00,0.00,
PF15898,0.01,0.01,0.00,0.00
PF15901,0.06,0.06,0.00,0.00
PF15902,0.03,0.03,0.00,0.00
PF15903,0.01,0.01,0.00,0.00
PF15904,0.00,0.00,0.00,
PF15905,0.00,0.00,0.00,
PF15906,0.00,0.00,0.00,
PF15907,0.00,0.00,0.00,
PF15908,0.20,0.17,-0.03,-17.65
PF15909,0.00,0.00,0.00,
PF15910,0.09,0.07,-0.02,-28.57
PF15911,0.00,0.00,0.00,
PF15912,0.00,0.00,0.00,
PF15913,0.01,0.01,0.00,0.00
PF15914,0.04,0.04,0.00,0.00
PF15917,0.02,0.03,0.01,33.33
PF15920,0.39,0.01,-0.38,-3800.00
PF15921,0.00,0.00,0.00,
PF15923,0.00,0.00,0.00,
PF15924,0.00,0.00,0.00,
PF15925,0.00,0.00,0.00,
PF15926,0.00,0.50,0.50,100.00
PF15927,0.00,0.00,0.00,
PF15936,0.22,0.20,-0.02,-10.00
PF15938,0.00,0.00,0.00,
PF15949,0.28,0.27,-0.01,-3.70
PF15951,0.05,0.05,0.00,0.00
PF15961,0.00,0.00,0.00,
PF15963,0.00,0.00,0.00,
PF15964,0.00,0.00,0.00,
PF15965,0.01,0.01,0.00,0.00
PF15966,0.00,0.00,0.00,
PF15967,0.00,0.00,0.00,
PF15974,0.05,0.05,0.00,0.00
PF15982,0.00,0.00,0.00,
PF15985,0.06,0.10,0.04,40.00
PF15990,0.00,0.00,0.00,
PF15991,0.00,0.00,0.00,
PF15996,0.00,0.00,0.00,
PF15997,0.00,0.00,0.00,
PF16000,0.06,0.06,0.00,0.00
PF16002,0.00,0.00,0.00,
PF16004,0.00,0.00,0.00,
PF16005,0.02,0.03,0.01,33.33
PF16006,0.00,0.00,0.00,
PF16014,0.00,0.00,0.00,
PF16015,0.00,0.00,0.00,
PF16016,0.02,0.03,0.01,33.33
PF16017,0.00,0.00,0.00,
PF16018,0.09,0.08,-0.01,-12.50
PF16019,0.01,0.01,0.00,0.00
PF16021,0.00,0.00,0.00,
PF16025,0.00,0.00,0.00,
PF16026,0.00,0.00,0.00,
PF16028,0.00,0.00,0.00,
PF16034,0.03,0.02,-0.01,-50.00
PF16038,0.00,0.00,0.00,
PF16043,0.09,0.09,0.00,0.00
PF16044,0.00,0.00,0.00,
PF16045,0.00,0.00,0.00,
PF16046,0.01,0.03,0.02,66.67
PF16050,0.00,0.00,0.00,
PF16053,0.00,0.00,0.00,
PF16054,0.00,0.00,0.00,
PF16057,0.00,0.00,0.00,
PF16058,0.00,0.00,0.00,
PF16059,0.00,0.00,0.00,
PF16070,0.00,0.00,0.00,
PF16076,0.08,0.05,-0.03,-60.00
PF16078,0.04,0.05,0.01,20.00
PF16088,0.00,0.00,0.00,
PF16092,0.00,0.00,0.00,
PF16093,0.00,0.00,0.00,
PF16094,0.00,0.00,0.00,
PF16095,0.08,0.05,-0.03,-60.00
PF16096,0.01,0.01,0.00,0.00
PF16097,0.00,0.00,0.00,
PF16098,0.00,0.00,0.00,
PF16099,0.00,0.00,0.00,
PF16100,0.00,0.00,0.00,
PF16101,0.00,0.00,0.00,
PF16113,0.00,0.00,0.00,
PF16114,0.00,0.00,0.00,
PF16121,0.01,0.01,0.00,0.00
PF16122,0.00,0.00,0.00,
PF16123,0.02,0.01,-0.01,-100.00
PF16124,0.08,0.06,-0.02,-33.33
PF16134,0.00,0.50,0.50,100.00
PF16158,0.05,0.05,0.00,0.00
PF16159,0.00,0.00,0.00,
PF16164,0.00,0.00,0.00,
PF16165,0.05,0.06,0.01,16.67
PF16171,0.00,0.00,0.00,
PF16172,0.05,0.05,0.00,0.00
PF16174,0.23,0.23,0.00,0.00
PF16176,0.03,0.03,0.00,0.00
PF16177,0.00,0.00,0.00,
PF16178,0.03,0.05,0.02,40.00
PF16179,0.04,0.04,0.00,0.00
PF16180,0.00,0.00,0.00,
PF16181,0.00,0.00,0.00,
PF16182,0.28,0.41,0.13,31.71
PF16183,0.30,0.39,0.09,23.08
PF16184,0.14,0.09,-0.05,-55.56
PF16185,0.00,0.00,0.00,
PF16186,0.08,0.06,-0.02,-33.33
PF16187,0.01,0.01,0.00,0.00
PF16188,0.01,0.01,0.00,0.00
PF16189,0.01,0.01,0.00,0.00
PF16190,0.01,0.01,0.00,0.00
PF16191,0.01,0.01,0.00,0.00
PF16192,0.02,0.02,0.00,0.00
PF16193,0.00,0.00,0.00,
PF16195,0.00,0.00,0.00,
PF16197,0.00,0.00,0.00,
PF16198,0.00,0.00,0.00,
PF16199,0.00,0.00,0.00,
PF16200,0.00,0.00,0.00,
PF16201,0.00,0.00,0.00,
PF16202,0.00,0.00,0.00,
PF16203,0.00,0.00,0.00,
PF16204,0.00,0.00,0.00,
PF16205,0.00,0.00,0.00,
PF16206,0.00,0.00,0.00,
PF16207,0.05,0.12,0.07,58.33
PF16208,0.42,0.41,-0.01,-2.44
PF16209,0.14,0.10,-0.04,-40.00
PF16210,0.00,0.00,0.00,
PF16211,0.03,0.02,-0.01,-50.00
PF16212,0.02,0.02,0.00,0.00
PF16213,0.08,0.08,0.00,0.00
PF16214,0.38,0.36,-0.02,-5.56
PF16218,0.00,0.00,0.00,
PF16273,0.00,0.00,0.00,
PF16274,0.01,0.01,0.00,0.00
PF16275,0.00,0.00,0.00,
PF16276,0.00,0.00,0.00,
PF16278,0.00,0.00,0.00,
PF16279,0.03,0.03,0.00,0.00
PF16282,0.00,0.00,0.00,
PF16294,0.00,0.00,0.00,
PF16297,0.19,0.17,-0.02,-11.76
PF16300,0.02,0.02,0.00,0.00
PF16311,0.00,0.00,0.00,
PF16317,0.01,0.01,0.00,0.00
PF16320,0.00,0.00,0.00,
PF16322,0.28,0.29,0.01,3.45
PF16332,0.00,0.00,0.00,
PF16347,0.00,0.00,0.00,
PF16350,0.02,0.02,0.00,0.00
PF16360,0.00,0.00,0.00,
PF16363,0.06,0.06,0.00,0.00
