Pfam_code,REC_blosum,FULL_blosum,REC_vs_FULL_blosum_diff,REC_vs_FULL_blosum_%_improvement
PF18876,2.69,2.66,0.03,1.13
PF18890,,,,
PF18891,,,,
PF18913,4.31,4.17,0.14,3.36
PF18995,1.32,1.39,-0.07,-5.04
PF19016,,,,
PF19018,2.42,2.45,-0.03,-1.22
PF19026,3.43,3.43,0.00,0.00
PF19028,2.26,2.07,0.19,9.18
PF19030,1.87,1.84,0.03,1.63
PF19031,1.20,1.18,0.02,1.69
PF19032,1.95,1.97,-0.02,-1.02
PF19033,0.98,0.98,0.00,0.00
PF19035,3.50,3.50,0.00,0.00
PF19036,0.69,0.69,0.00,0.00
PF19037,0.38,0.31,0.07,22.58
PF19038,0.60,0.57,0.03,5.26
PF19039,2.40,2.36,0.04,1.69
PF19046,5.04,4.93,0.11,2.23
PF19047,1.95,2.08,-0.13,-6.25
PF19052,3.17,3.17,0.00,0.00
PF19055,2.68,2.48,0.20,8.06
PF19056,1.81,1.80,0.01,0.56
PF19057,1.54,1.43,0.11,7.69
PF19088,2.70,1.60,1.10,68.75
PF19179,1.41,1.35,0.06,4.44
PF19188,1.86,1.86,0.00,0.00
PF19193,1.31,1.32,-0.01,-0.76
PF19221,2.15,2.12,0.03,1.42
PF19236,2.64,2.49,0.15,6.02
PF19252,,,,
PF19256,2.41,2.42,-0.01,-0.41
PF19269,,,,
PF19270,,,,
PF19272,1.74,1.67,0.07,4.19
PF19273,,,,
PF19274,5.19,5.18,0.01,0.19
PF19277,0.42,0.41,0.01,2.44
PF19278,,,,
PF19279,,,,
PF19280,1.38,1.42,-0.04,-2.82
PF19281,4.17,4.17,0.00,0.00
PF19282,,,,
PF19283,,,,
PF19284,,,,
PF19285,,,,
PF19286,1.86,1.11,0.75,67.57
PF19292,2.86,2.53,0.33,13.04
PF19302,,,,
PF19303,0.91,0.89,0.02,2.25
PF19304,,,,
PF19305,,,,
PF19309,1.84,1.82,0.02,1.10
PF19311,1.86,1.65,0.21,12.73
PF19314,2.07,2.06,0.01,0.49
PF19316,,,,
PF19317,4.91,4.93,-0.02,-0.41
PF19318,,,,
PF19321,,,,
PF19323,,,,
PF19324,,,,
PF19325,,,,
PF19326,3.34,3.34,0.00,0.00
PF19329,1.61,1.61,0.00,0.00
PF19330,,,,
PF19332,,,,
PF19333,,,,
PF19334,,,,
PF19336,,,,
PF19337,,,,
PF19338,,,,
PF19339,,,,
PF19340,,,,
PF19341,,,,
PF19418,,,,
PF19421,2.79,2.78,0.01,0.36
PF19422,1.73,1.53,0.20,13.07
PF19423,,,,
PF19424,,,,
PF19426,3.58,2.29,1.29,56.33
PF19427,,,,
PF19428,,,,
PF19430,,,,
PF19431,,,,
PF19432,,,,
PF19433,,,,
PF19434,,,,
PF19435,,,,
PF19437,,,,
PF19438,,,,
PF19439,,,,
PF19440,2.37,2.34,0.03,1.28
PF19441,3.03,2.99,0.04,1.34
PF19442,,,,
PF19444,,,,
PF19445,,,,
PF19518,2.06,2.06,0.00,0.00
PF19520,3.18,2.92,0.26,8.90
PF19525,2.79,2.57,0.22,8.56
PF19532,1.94,0.91,1.03,113.19
PF19533,,,,
PF19536,,,,
PF19548,1.69,1.46,0.23,15.75
PF19566,,,,
PF19627,2.76,1.76,1.00,56.82
PF19675,,,,
PF19687,,,,
PF19699,2.54,2.52,0.02,0.79
PF19704,,,,
PF19710,,,,
PF19712,,,,
PF19718,,,,
PF19722,2.14,1.94,0.20,10.31
PF19725,,,,
PF19729,,,,
PF19737,,,,
PF19743,2.40,2.65,-0.25,-9.43
PF19745,,,,
PF19913,,,,
PF19914,,,,
PF20010,1.61,1.61,0.00,0.00
PF20023,0.23,0.23,0.00,0.00
PF20053,,,,
PF20067,,,,
PF20143,,,,
PF20144,3.45,3.45,0.00,0.00
PF20145,3.59,3.59,0.00,0.00
PF20165,4.42,4.42,0.00,0.00
PF20166,1.00,1.00,0.00,0.00
PF20168,3.54,3.29,0.25,7.60
PF20170,2.51,2.49,0.02,0.80
PF20173,2.52,2.40,0.12,5.00
PF20175,,,,
PF20179,0.76,0.79,-0.03,-3.80
PF20180,,,,
PF20206,,,,
PF20210,3.80,3.75,0.05,1.33
PF20252,2.50,2.37,0.13,5.49
PF20256,3.41,3.40,0.01,0.29
PF20258,,,,
PF20259,,,,
PF20262,,,,
PF20266,1.21,1.12,0.09,8.04
PF20267,4.16,3.54,0.62,17.51
PF20268,,,,
PF20302,2.19,2.18,0.01,0.46
PF20309,2.88,2.88,0.00,0.00
PF20406,3.49,3.45,0.04,1.16
PF20408,0.85,0.59,0.26,44.07
PF20412,1.74,1.70,0.04,2.35
PF20416,,,,
PF20417,,,,
PF20421,1.40,1.37,0.03,2.19
PF20422,1.77,1.74,0.03,1.72
PF20425,1.49,1.60,-0.11,-6.88
PF20426,1.95,1.93,0.02,1.04
PF20427,,,,
PF20433,1.80,1.80,0.00,0.00
PF20443,0.06,0.06,0.00,0.00
PF20468,,,,
PF20470,0.68,0.67,0.01,1.49
PF20478,,,,
PF20479,,,,
PF20490,2.37,2.39,-0.02,-0.84
PF20491,,,,
PF20492,1.93,1.93,0.00,0.00
PF20502,,,,
PF20504,,,,
PF20510,,,,
PF20511,,,,
PF20512,,,,
PF20514,,,,
PF20517,,,,
PF20518,,,,
PF20519,1.60,1.59,0.01,0.63
PF20520,2.43,2.26,0.17,7.52
PF20588,,,,
PF20624,3.13,2.91,0.22,7.56
