Pfam_code,HMMER_conservation,HMMER_blosum,HMMER_gaps,FULL_conservation,FULL_blosum,FULL_gaps
PF16019,0.79,3.45,0.01,0.79,3.4,0.01
PF16021,1.00,,0.00,1.00,,0.00
PF16025,1.00,,0.00,1.00,,0.00
PF16026,1.00,,0.00,1.00,,0.00
PF16028,1.00,,0.00,1.00,,0.00
PF16034,0.78,3.38,0.03,0.78,3.37,0.02
PF16038,1.00,,0.00,1.00,,0.00
PF16043,0.64,1.53,0.09,0.64,1.53,0.09
PF16044,1.00,,0.00,1.00,,0.00
PF16045,1.00,,0.00,1.00,,0.00
PF16046,0.86,3.97,0.01,0.85,3.96,0.03
PF16050,1.00,,0.00,1.00,,0.00
PF16053,1.00,,0.00,1.00,,0.00
PF16054,1.00,,0.00,1.00,,0.00
PF16057,0.73,2.22,0.00,0.73,2.22,0.00
PF16058,1.00,,0.00,1.00,,0.00
PF16059,1.00,,0.00,1.00,,0.00
PF16070,0.72,2.98,0.00,0.69,2.69,0.00
PF16076,0.49,1.5,0.08,0.51,1.47,0.05
PF16078,0.81,3.88,0.04,0.79,3.71,0.05
PF16088,1.00,,0.00,1.00,,0.00
PF16092,1.00,,0.00,1.00,,0.00
PF16093,1.00,,0.00,1.00,,0.00
PF16094,1.00,,0.00,1.00,,0.00
PF16095,0.65,1.74,0.08,0.65,1.66,0.05
PF16096,0.80,3.03,0.01,0.80,2.91,0.01
PF16097,1.00,,0.00,1.00,,0.00
PF16098,1.00,,0.00,1.00,,0.00
PF16099,1.00,,0.00,1.00,,0.00
PF16100,1.00,,0.00,1.00,,0.00
PF16101,1.00,,0.00,1.00,,0.00
PF16113,1.00,,0.00,1.00,,0.00
PF16114,1.00,,0.00,1.00,,0.00
PF16121,0.97,5.01,0.01,0.97,4.94,0.01
PF16122,1.00,,0.00,1.00,,0.00
PF16123,0.69,1.66,0.02,0.69,1.66,0.01
PF16124,0.48,1.46,0.08,0.48,1.49,0.06
PF16134,1.00,,0.00,0.50,,0.50
PF16158,0.63,1.59,0.05,0.63,1.59,0.05
PF16159,0.82,3.87,0.00,0.82,3.87,0.00
PF16164,1.00,,0.00,1.00,,0.00
PF16165,0.62,2.61,0.05,0.61,2.61,0.06
PF16171,1.00,,0.00,1.00,,0.00
PF16172,0.62,2.44,0.05,0.61,2.4,0.05
PF16174,0.55,0.21,0.23,0.55,0.17,0.23
PF16176,0.72,2.5,0.03,0.72,2.5,0.03
PF16177,0.52,1.3,0.00,0.52,1.27,0.00
PF16178,0.54,1.87,0.03,0.53,1.85,0.05
PF16179,0.50,1.74,0.04,0.50,1.72,0.04
PF16180,1.00,,0.00,1.00,,0.00
PF16181,1.00,,0.00,1.00,,0.00
PF16182,0.47,1.98,0.28,0.39,2.06,0.41
PF16183,0.50,2.85,0.30,0.44,2.89,0.39
PF16184,0.34,0.97,0.14,0.36,0.91,0.09
PF16185,1.00,,0.00,1.00,,0.00
PF16186,0.65,3.11,0.08,0.65,3.03,0.06
PF16187,0.65,1.45,0.01,0.65,1.46,0.01
PF16188,0.70,2.23,0.01,0.70,2.3,0.01
PF16189,0.66,1.73,0.01,0.66,1.75,0.01
PF16190,0.74,2.72,0.01,0.74,2.72,0.01
PF16191,0.66,1.58,0.01,0.66,1.6,0.01
PF16192,0.62,0.99,0.02,0.62,0.92,0.02
PF16193,1.00,,0.00,1.00,,0.00
PF16195,1.00,,0.00,1.00,,0.00
PF16197,1.00,,0.00,1.00,,0.00
PF16198,1.00,,0.00,1.00,,0.00
PF16199,1.00,,0.00,1.00,,0.00
PF16200,1.00,,0.00,1.00,,0.00
PF16201,1.00,,0.00,1.00,,0.00
PF16202,1.00,,0.00,1.00,,0.00
PF16203,1.00,,0.00,1.00,,0.00
PF16204,1.00,,0.00,1.00,,0.00
PF16205,1.00,,0.00,1.00,,0.00
PF16206,1.00,,0.00,1.00,,0.00
PF16207,0.50,1.72,0.05,0.48,1.74,0.12
PF16208,0.39,2.62,0.42,0.39,2.53,0.41
PF16209,0.51,2.33,0.14,0.53,2.23,0.10
PF16210,1.00,,0.00,1.00,,0.00
PF16211,0.86,3.84,0.03,0.86,3.78,0.02
PF16212,0.49,1.61,0.02,0.49,1.62,0.02
PF16213,0.54,1.49,0.08,0.54,1.46,0.08
PF16214,0.34,1.27,0.38,0.34,1.25,0.36
PF16218,0.71,2.31,0.00,0.71,2.31,0.00
PF16273,1.00,,0.00,1.00,,0.00
PF16274,0.83,3.84,0.01,0.83,3.84,0.01
PF16275,1.00,,0.00,1.00,,0.00
PF16276,1.00,,0.00,1.00,,0.00
PF16278,1.00,,0.00,1.00,,0.00
PF16279,0.69,1.95,0.03,0.69,1.95,0.03
PF16282,1.00,,0.00,1.00,,0.00
PF16294,1.00,,0.00,1.00,,0.00
PF16297,0.50,2.02,0.19,0.50,1.91,0.17
PF16300,0.69,2.98,0.02,0.69,2.98,0.02
PF16311,1.00,,0.00,1.00,,0.00
PF16317,0.84,4.11,0.01,0.84,4.09,0.01
PF16320,1.00,,0.00,1.00,,0.00
PF16322,0.45,1.11,0.28,0.45,1.05,0.29
PF16332,1.00,,0.00,1.00,,0.00
PF16347,1.00,,0.00,1.00,,0.00
PF16350,0.55,1.11,0.02,0.55,1.11,0.02
PF16360,1.00,,0.00,1.00,,0.00
PF16363,0.46,0.72,0.06,0.47,0.74,0.06
PF16366,0.81,4.06,0.01,0.81,4.06,0.01
PF16367,0.82,3.69,0.03,0.81,3.69,0.05
PF16368,1.00,,0.00,1.00,,0.00
PF16381,0.88,3.93,0.00,0.88,3.93,0.00
PF16399,1.00,,0.00,1.00,,0.00
PF16413,1.00,,0.00,1.00,,0.00
PF16414,0.66,1.57,0.01,0.65,1.56,0.01
PF16415,1.00,,0.00,1.00,,0.00
PF16417,1.00,,0.00,1.00,,0.00
PF16418,1.00,,0.00,1.00,,0.00
PF16420,1.00,,0.00,1.00,,0.00
PF16421,0.62,2.25,0.02,0.62,2.24,0.02
PF16422,0.93,4.86,0.01,0.93,4.84,0.01
PF16423,0.98,5.01,0.00,0.98,5.01,0.00
PF16450,0.50,1.26,0.04,0.52,1.27,0.00
PF16453,0.79,3.1,0.00,0.79,3.11,0.01
PF16454,0.87,4.08,0.00,0.87,4.07,0.00
PF16455,0.92,4.91,0.01,0.92,4.88,0.01
PF16457,0.53,1.74,0.07,0.53,1.73,0.07
PF16470,0.53,1.58,0.03,0.53,1.6,0.03
PF16471,0.87,3.7,0.00,0.87,3.76,0.01
PF16474,0.55,1.56,0.16,0.55,1.52,0.14
PF16482,0.62,2.19,0.26,0.62,1.97,0.24
PF16484,0.78,3.21,0.00,0.78,3.21,0.00
PF16486,0.77,3.41,0.02,0.78,3.47,0.02
PF16487,0.92,4.9,0.00,0.92,4.91,0.00
PF16488,0.80,3.47,0.00,0.80,3.47,0.00
PF16489,0.41,0.87,0.07,0.42,0.99,0.07
PF16491,1.00,,0.00,1.00,,0.00
PF16492,0.58,2.09,0.04,0.58,2.09,0.04
PF16493,0.72,3.91,0.14,0.72,3.74,0.12
PF16494,0.76,3.16,0.03,0.78,3.22,0.02
PF16495,0.95,4.36,0.00,0.95,4.37,0.00
PF16496,0.86,4.16,0.00,0.82,3.67,0.00
PF16497,0.58,1.91,0.05,0.59,1.87,0.04
PF16498,0.86,3.74,0.01,0.87,3.76,0.01
PF16499,0.79,3.23,0.00,0.79,3.23,0.00
PF16500,0.59,0.81,0.11,0.58,0.68,0.13
PF16501,1.00,,0.00,1.00,,0.00
PF16503,1.00,,0.00,1.00,,0.00
PF16507,1.00,,0.00,1.00,,0.00
PF16508,1.00,,0.00,1.00,,0.00
PF16511,0.88,4.25,0.01,0.88,4.28,0.01
PF16512,0.72,2.57,0.01,0.72,2.56,0.01
PF16515,0.67,1.65,0.00,0.67,1.65,0.00
PF16516,0.56,1.31,0.08,0.56,1.22,0.06
PF16517,0.57,1.9,0.00,0.57,1.9,0.00
PF16519,0.70,2.6,0.00,0.70,2.6,0.00
PF16521,1.00,,0.00,1.00,,0.00
PF16523,1.00,,0.00,1.00,,0.00
PF16526,0.68,2.37,0.01,0.68,2.35,0.01
PF16528,1.00,,0.00,1.00,,0.00
PF16529,1.00,,0.00,1.00,,0.00
PF16531,1.00,,0.00,1.00,,0.00
PF16533,0.90,4.21,0.00,0.90,4.21,0.00
PF16534,0.90,4.31,0.00,0.90,4.31,0.00
PF16540,1.00,,0.00,1.00,,0.00
PF16543,1.00,,0.00,1.00,,0.00
PF16544,1.00,,0.00,1.00,,0.00
PF16545,0.80,3.17,0.00,0.80,3.17,0.00
PF16546,0.76,2.67,0.02,0.76,2.61,0.02
PF16550,1.00,,0.00,1.00,,0.00
PF16551,1.00,,0.00,1.00,,0.00
PF16553,0.76,2.67,0.00,0.76,2.66,0.01
PF16556,0.60,1.13,0.09,0.61,1.09,0.05
PF16557,0.93,4.63,0.00,0.93,4.63,0.00
PF16558,1.00,,0.00,1.00,,0.00
PF16559,0.80,3.27,0.02,0.80,3.27,0.02
PF16561,0.90,4.78,0.01,0.90,4.75,0.01
PF16562,0.82,3.56,0.00,0.82,3.56,0.00
PF16563,0.84,3.48,0.02,0.85,3.48,0.01
PF16564,0.76,3.16,0.01,0.76,3.16,0.01
PF16565,1.00,,0.00,1.00,,0.00
PF16566,0.85,3.57,0.00,0.85,3.57,0.00
PF16568,0.74,3.55,0.03,0.74,3.55,0.03
PF16573,1.00,,0.00,1.00,,0.00
PF16574,1.00,,0.00,1.00,,0.00
PF16575,0.59,0.99,0.15,0.59,0.99,0.15
PF16577,1.00,,0.00,1.00,,0.00
PF16578,0.63,1.35,0.06,0.63,1.35,0.06
PF16579,0.90,4.25,0.00,0.88,4.23,0.02
PF16589,0.58,0.72,0.12,0.58,0.62,0.06
PF16597,0.65,1.64,0.02,0.65,1.64,0.02
PF16598,1.00,,0.00,1.00,,0.00
PF16599,1.00,,0.00,1.00,,0.00
PF16600,0.56,1.79,0.33,0.56,1.79,0.34
PF16601,1.00,,0.00,1.00,,0.00
PF16602,1.00,,0.00,1.00,,0.00
PF16605,1.00,,0.00,1.00,,0.00
PF16606,1.00,,0.00,1.00,,0.00
PF16607,1.00,,0.00,1.00,,0.00
PF16608,0.66,2.38,0.05,0.47,2.43,0.32
PF16609,0.69,2.71,0.15,0.69,2.67,0.15
PF16610,1.00,,0.00,1.00,,0.00
PF16611,1.00,,0.00,1.00,,0.00
PF16612,1.00,,0.00,1.00,,0.00
PF16613,1.00,,0.00,1.00,,0.00
PF16614,0.88,4.1,0.04,0.87,4.1,0.04
PF16615,0.63,1.09,0.02,0.63,1.09,0.02
PF16616,0.65,1.34,0.06,0.65,1.34,0.06
PF16617,1.00,,0.00,1.00,,0.00
PF16618,1.00,,0.00,1.00,,0.00
PF16619,0.78,2.62,0.00,0.78,2.64,0.00
PF16620,1.00,,0.00,1.00,,0.00
PF16621,0.99,5.01,0.00,0.99,4.95,0.00
PF16622,0.71,2.76,0.03,0.71,2.7,0.02
PF16623,1.00,,0.00,1.00,,0.00
PF16624,1.00,,0.00,1.00,,0.00
PF16625,1.00,,0.00,1.00,,0.00
PF16626,1.00,,0.00,1.00,,0.00
PF16629,0.64,1.47,0.11,0.64,1.48,0.11
PF16630,1.00,,0.00,1.00,,0.00
PF16631,1.00,,0.00,1.00,,0.00
PF16632,0.77,2.72,0.03,0.77,2.72,0.03
PF16633,1.00,,0.00,1.00,,0.00
PF16634,1.00,,0.00,1.00,,0.00
PF16635,1.00,,0.00,1.00,,0.00
PF16636,1.00,,0.00,1.00,,0.00
PF16637,1.00,,0.00,1.00,,0.00
PF16641,0.71,2.82,0.00,0.71,2.82,0.00
PF16642,1.00,,0.00,1.00,,0.00
PF16644,0.56,1.53,0.11,0.57,1.46,0.07
PF16646,0.73,2.37,0.05,0.73,2.4,0.05
PF16647,1.00,,0.00,1.00,,0.00
PF16648,1.00,,0.00,1.00,,0.00
PF16649,1.00,,0.00,1.00,,0.00
PF16650,1.00,,0.00,1.00,,0.00
PF16652,0.90,4.31,0.00,0.90,4.33,0.00
PF16653,1.00,,0.00,1.00,,0.00
PF16656,1.00,,0.00,1.00,,0.00
PF16660,1.00,,0.00,1.00,,0.00
PF16661,0.49,1.1,0.17,0.48,0.95,0.16
PF16662,1.00,,0.00,0.40,2.71,0.47
PF16663,0.65,1.17,0.01,0.65,1.17,0.01
PF16664,0.49,1.89,0.32,0.50,1.6,0.24
PF16665,0.63,1.86,0.03,0.63,1.82,0.03
PF16666,1.00,,0.00,1.00,,0.00
PF16667,1.00,,0.00,1.00,,0.00
PF16669,1.00,,0.00,1.00,,0.00
PF16672,1.00,,0.00,1.00,,0.00
PF16673,0.66,1.47,0.02,0.66,1.47,0.02
PF16674,0.70,2.34,0.00,0.70,2.33,0.00
PF16675,0.70,2.14,0.02,0.70,2.09,0.02
PF16676,0.74,3.59,0.04,0.76,3.54,0.02
PF16678,1.00,,0.00,1.00,,0.00
PF16679,1.00,,0.00,1.00,,0.00
PF16680,0.67,1.99,0.03,0.67,1.99,0.03
PF16681,1.00,,0.00,1.00,,0.00
PF16682,1.00,,0.00,1.00,,0.00
PF16685,1.00,,0.00,1.00,,0.00
PF16686,1.00,,0.00,1.00,,0.00
PF16687,1.00,,0.00,1.00,,0.00
PF16689,0.87,3.69,0.00,0.87,3.69,0.00
PF16690,1.00,,0.00,1.00,,0.00
PF16692,1.00,,0.00,1.00,,0.00
PF16696,1.00,,0.00,1.00,,0.00
PF16698,1.00,,0.00,1.00,,0.00
PF16699,1.00,,0.00,1.00,,0.00
PF16700,1.00,,0.00,1.00,,0.00
PF16704,0.94,4.7,0.02,0.94,4.67,0.02
PF16705,1.00,,0.00,1.00,,0.00
PF16706,1.00,,0.00,1.00,,0.00
PF16716,1.00,,0.00,1.00,,0.00
PF16717,1.00,,0.00,1.00,,0.00
PF16725,1.00,,0.00,1.00,,0.00
PF16726,1.00,,0.00,1.00,,0.00
PF16727,1.00,,0.00,1.00,,0.00
PF16735,1.00,,0.00,1.00,,0.00
PF16737,1.00,,0.00,1.00,,0.00
PF16739,0.51,0.75,0.05,0.62,0.92,0.02
PF16740,1.00,,0.00,1.00,,0.00
PF16741,0.69,1.93,0.02,0.69,1.93,0.02
PF16742,1.00,,0.00,1.00,,0.00
PF16744,1.00,,0.00,1.00,,0.00
PF16746,0.44,1.22,0.02,0.44,1.21,0.03
PF16748,1.00,,0.00,1.00,,0.00
PF16752,1.00,,0.00,1.00,,0.00
PF16756,1.00,,0.00,1.00,,0.00
PF16757,0.69,2.04,0.04,0.69,2.01,0.04
PF16759,1.00,,0.00,1.00,,0.00
PF16764,1.00,,0.00,1.00,,0.00
PF16766,1.00,,0.00,1.00,,0.00
PF16768,1.00,,0.00,1.00,,0.00
PF16769,1.00,,0.00,1.00,,0.00
PF16770,0.61,1.02,0.12,0.61,0.96,0.09
PF16772,1.00,,0.00,1.00,,0.00
PF16776,1.00,,0.00,1.00,,0.00
PF16780,1.00,,0.00,1.00,,0.00
PF16783,1.00,,0.00,1.00,,0.00
PF16788,0.59,0.61,0.05,0.59,0.61,0.06
PF16791,1.00,,0.00,1.00,,0.00
PF16794,0.77,3.32,0.01,0.77,3.32,0.01
PF16799,1.00,,0.00,1.00,,0.00
PF16801,1.00,,0.00,1.00,,0.00
PF16808,1.00,,0.00,1.00,,0.00
PF16832,1.00,,0.00,1.00,,0.00
PF16833,1.00,,0.00,1.00,,0.00
PF16835,1.00,,0.00,1.00,,0.00
PF16837,1.00,,0.00,1.00,,0.00
PF16840,1.00,,0.00,1.00,,0.00
PF16858,1.00,,0.00,1.00,,0.00
PF16860,1.00,,0.00,1.00,,0.00
PF16866,0.79,4.13,0.02,0.78,4.1,0.03
PF16869,1.00,,0.00,1.00,,0.00
PF16870,0.70,2.6,0.02,0.70,2.6,0.02
PF16876,0.77,3.56,0.00,0.77,3.56,0.00
PF16878,0.69,2.88,0.05,0.69,2.86,0.05
PF16879,0.77,2.99,0.01,0.77,2.96,0.01
PF16880,0.76,3.32,0.01,0.76,3.27,0.00
PF16881,1.00,,0.00,1.00,,0.00
PF16884,0.65,1.38,0.04,0.65,1.36,0.04
PF16885,0.55,1.96,0.23,0.31,1.85,0.54
PF16886,1.00,,0.00,1.00,,0.00
PF16891,0.88,3.89,0.01,0.88,3.89,0.01
PF16897,0.75,2.54,0.00,0.75,2.54,0.00
PF16898,0.90,4.45,0.00,0.90,4.45,0.00
PF16899,1.00,,0.00,1.00,,0.00
PF16900,1.00,,0.00,1.00,,0.00
PF16901,1.00,,0.00,1.00,,0.00
PF16905,0.80,3.87,0.00,0.80,3.87,0.00
PF16906,0.50,5.05,0.50,0.99,5.05,0.00
PF16907,0.73,2.26,0.02,0.72,2.2,0.02
PF16920,0.59,2.17,0.03,0.59,2.17,0.03
PF16921,1.00,,0.00,1.00,,0.00
PF16922,1.00,,0.00,1.00,,0.00
PF16923,1.00,,0.00,1.00,,0.00
PF16953,1.00,,0.00,1.00,,0.00
PF16954,0.56,0.6,0.12,0.56,0.54,0.11
PF16959,0.73,2.41,0.02,0.73,2.41,0.02
PF16969,1.00,,0.00,1.00,,0.00
PF16975,0.76,3.13,0.01,0.76,3.1,0.00
PF16978,1.00,,0.00,1.00,,0.00
PF16979,1.00,,0.00,1.00,,0.00
PF17004,1.00,,0.00,1.00,,0.00
PF17035,0.93,4.69,0.02,0.93,4.65,0.02
PF17039,0.68,2.91,0.02,0.67,2.91,0.03
PF17045,0.68,1.67,0.01,0.68,1.67,0.01
PF17047,0.75,3.2,0.01,0.75,3.2,0.01
PF17048,0.89,5.4,0.11,0.89,5.4,0.11
PF17054,0.66,2.13,0.15,0.66,2.1,0.15
PF17061,1.00,,0.00,1.00,,0.00
PF17065,1.00,,0.00,1.00,,0.00
PF17066,1.00,,0.00,1.00,,0.00
PF17069,0.64,1.49,0.17,0.64,1.42,0.16
PF17085,1.00,,0.00,1.00,,0.00
PF17095,0.76,2.99,0.03,0.75,2.81,0.02
PF17098,1.00,,0.00,1.00,,0.00
PF17101,1.00,,0.00,1.00,,0.00
PF17102,1.00,,0.00,1.00,,0.00
PF17103,1.00,,0.00,1.00,,0.00
PF17105,0.78,3.05,0.02,0.78,2.95,0.01
PF17120,1.00,,0.00,1.00,,0.00
PF17121,1.00,,0.00,1.00,,0.00
PF17135,1.00,,0.00,1.00,,0.00
PF17136,1.00,,0.00,1.00,,0.00
PF17144,1.00,,0.00,1.00,,0.00
PF17146,1.00,,0.00,1.00,,0.00
PF17169,1.00,,0.00,1.00,,0.00
PF17171,0.60,1.76,0.02,0.60,1.75,0.01
PF17172,1.00,,0.00,1.00,,0.00
PF17180,1.00,,0.00,1.00,,0.00
PF17205,0.57,2.59,0.04,0.57,2.56,0.03
PF17207,0.46,1.37,0.04,0.47,1.35,0.03
PF17208,0.54,1.06,0.09,0.54,1.06,0.09
PF17211,1.00,,0.00,1.00,,0.00
PF17213,1.00,,0.00,1.00,,0.00
PF17215,0.62,1.35,0.07,0.62,1.54,0.09
PF17216,0.52,1.49,0.16,0.55,1.68,0.13
PF17217,0.64,2.53,0.07,0.64,2.42,0.05
PF17218,0.59,2.73,0.11,0.58,2.58,0.11
PF17219,0.92,4.21,0.00,0.92,4.21,0.00
PF17221,1.00,,0.00,1.00,,0.00
PF17226,0.71,2.49,0.01,0.57,2.12,0.15
PF17229,1.00,5.05,0.00,1.00,5.05,0.00
PF17256,1.00,,0.00,1.00,,0.00
PF17284,0.63,1.64,0.03,0.63,1.64,0.03
PF17285,1.00,,0.00,1.00,,0.00
PF17286,1.00,,0.00,1.00,,0.00
PF17291,0.80,3.41,0.00,0.80,3.38,0.00
PF17292,1.00,,0.00,1.00,,0.00
PF17297,0.86,4.05,0.00,0.86,4.05,0.00
PF17307,1.00,,0.00,1.00,,0.00
PF17333,1.00,,0.00,1.00,,0.00
PF17387,1.00,,0.00,1.00,,0.00
PF17391,1.00,,0.00,1.00,,0.00
PF17392,1.00,,0.00,1.00,,0.00
PF17403,1.00,,0.00,1.00,,0.00
PF17404,1.00,,0.00,1.00,,0.00
PF17405,1.00,,0.00,1.00,,0.00
PF17406,1.00,,0.00,1.00,,0.00
PF17407,1.00,,0.00,1.00,,0.00
PF17408,1.00,,0.00,1.00,,0.00
PF17450,0.61,0.53,0.02,0.60,0.46,0.02
PF17489,1.00,,0.00,1.00,,0.00
PF17490,0.66,2.28,0.03,0.66,2.28,0.03
PF17517,1.00,,0.00,1.00,,0.00
PF17653,1.00,,0.00,1.00,,0.00
PF17654,0.70,2.67,0.10,0.71,2.69,0.09
PF17655,0.63,2.62,0.03,0.64,2.61,0.02
PF17658,1.00,,0.00,1.00,,0.00
PF17659,1.00,,0.00,1.00,,0.00
PF17661,0.61,0.85,0.04,0.61,0.83,0.04
PF17662,1.00,,0.00,1.00,,0.00
PF17663,1.00,,0.00,1.00,,0.00
PF17664,1.00,,0.00,1.00,,0.00
PF17665,1.00,,0.00,1.00,,0.00
PF17666,1.00,,0.00,1.00,,0.00
PF17669,1.00,,0.00,1.00,,0.00
PF17671,1.00,,0.00,0.50,,0.50
PF17672,1.00,,0.00,1.00,,0.00
PF17673,1.00,,0.00,1.00,,0.00
PF17674,0.63,0.91,0.03,0.64,1.09,0.04
PF17675,0.78,2.9,0.02,0.78,2.92,0.01
PF17677,0.59,0.34,0.03,0.62,0.77,0.06
PF17681,0.41,0.63,0.10,0.41,0.61,0.10
PF17682,1.00,,0.00,1.00,,0.00
PF17683,1.00,,0.00,1.00,,0.00
PF17685,1.00,,0.00,1.00,,0.00
PF17686,1.00,,0.00,1.00,,0.00
PF17688,1.00,,0.00,1.00,,0.00
PF17690,1.00,,0.00,1.00,,0.00
PF17692,1.00,,0.00,1.00,,0.00
PF17694,1.00,,0.00,1.00,,0.00
PF17695,1.00,,0.00,1.00,,0.00
PF17697,1.00,,0.00,1.00,,0.00
PF17698,1.00,,0.00,1.00,,0.00
PF17699,1.00,,0.00,1.00,,0.00
PF17701,1.00,,0.00,1.00,,0.00
PF17702,1.00,,0.00,1.00,,0.00
PF17703,1.00,,0.00,1.00,,0.00
PF17704,1.00,,0.00,1.00,,0.00
PF17706,1.00,,0.00,1.00,,0.00
PF17707,1.00,,0.00,1.00,,0.00
PF17708,0.46,0.71,0.09,0.46,0.7,0.09
PF17710,1.00,,0.00,1.00,,0.00
PF17711,1.00,,0.00,1.00,,0.00
PF17712,1.00,,0.00,1.00,,0.00
PF17713,1.00,,0.00,1.00,,0.00
PF17714,1.00,,0.00,1.00,,0.00
PF17717,1.00,,0.00,1.00,,0.00
PF17718,1.00,,0.00,1.00,,0.00
PF17719,1.00,,0.00,1.00,,0.00
PF17722,1.00,,0.00,0.50,,0.50
PF17724,1.00,,0.00,1.00,,0.00
PF17725,0.86,4.18,0.01,0.86,4.18,0.01
PF17729,1.00,,0.00,1.00,,0.00
PF17730,1.00,,0.00,1.00,,0.00
PF17732,1.00,,0.00,1.00,,0.00
PF17734,0.41,3.04,0.53,0.42,2.5,0.50
PF17736,0.42,0.8,0.19,0.40,0.69,0.15
PF17737,1.00,,0.00,1.00,,0.00
PF17738,1.00,,0.00,1.00,,0.00
PF17739,1.00,,0.00,1.00,,0.00
PF17740,1.00,,0.00,1.00,,0.00
PF17741,1.00,,0.00,1.00,,0.00
PF17742,1.00,,0.00,1.00,,0.00
PF17743,1.00,,0.00,1.00,,0.00
PF17744,1.00,,0.00,1.00,,0.00
PF17745,1.00,,0.00,1.00,,0.00
PF17749,1.00,,0.00,1.00,,0.00
PF17751,0.53,1.54,0.03,0.53,1.53,0.03
PF17753,1.00,,0.00,1.00,,0.00
PF17756,1.00,,0.00,1.00,,0.00
PF17759,1.00,,0.00,1.00,,0.00
PF17763,1.00,,0.00,1.00,,0.00
PF17767,1.00,,0.00,1.00,,0.00
PF17771,0.53,2.51,0.03,0.53,2.5,0.04
PF17772,0.71,3.31,0.01,0.71,3.31,0.01
PF17773,1.00,,0.00,1.00,,0.00
PF17776,0.41,0.93,0.07,0.40,0.93,0.08
PF17777,0.76,2.41,0.01,0.76,2.41,0.01
PF17778,1.00,,0.00,1.00,,0.00
PF17779,0.46,1.24,0.06,0.46,1.23,0.05
PF17780,0.65,2.23,0.02,0.65,2.21,0.02
PF17781,1.00,,0.00,1.00,,0.00
PF17786,1.00,,0.00,1.00,,0.00
PF17787,0.61,2.03,0.02,0.61,2.03,0.02
PF17789,0.39,0.86,0.11,0.40,0.83,0.10
PF17790,0.59,0.59,0.00,0.59,0.59,0.00
PF17791,0.45,1.6,0.13,0.45,1.49,0.11
PF17793,0.93,4.34,0.00,0.93,4.34,0.00
PF17794,0.65,1.9,0.10,0.65,1.9,0.10
PF17795,1.00,,0.00,1.00,,0.00
PF17796,1.00,,0.00,1.00,,0.00
PF17797,1.00,,0.00,1.00,,0.00
PF17798,1.00,,0.00,1.00,,0.00
PF17799,1.00,,0.00,1.00,,0.00
PF17802,1.00,5.1,0.00,1.00,5.1,0.00
PF17807,0.84,4.19,0.02,0.85,4.21,0.01
PF17809,0.81,3.63,0.00,0.81,3.63,0.00
PF17811,0.51,2.74,0.26,0.51,2.6,0.24
PF17812,1.00,,0.00,1.00,,0.00
PF17813,1.00,,0.00,1.00,,0.00
PF17814,0.58,1.58,0.06,0.59,1.58,0.04
PF17817,0.84,3.5,0.00,0.84,3.5,0.00
PF17818,0.57,2.0,0.33,0.61,1.38,0.17
PF17819,1.00,,0.00,1.00,,0.00
PF17820,0.43,1.76,0.19,0.45,1.66,0.12
PF17821,1.00,,0.00,1.00,,0.00
PF17822,1.00,,0.00,1.00,,0.00
PF17823,1.00,,0.00,1.00,,0.00
PF17824,0.50,,0.50,1.00,,0.00
PF17825,1.00,,0.00,1.00,,0.00
PF17826,0.88,5.1,0.12,0.88,5.1,0.12
PF17827,1.00,,0.00,1.00,,0.00
PF17830,0.56,1.96,0.09,0.57,1.95,0.08
PF17832,0.61,1.05,0.01,0.61,1.05,0.02
PF17833,1.00,,0.00,1.00,,0.00
PF17835,1.00,,0.00,1.00,,0.00
PF17838,0.56,2.3,0.07,0.57,2.23,0.05
PF17840,0.68,2.0,0.00,0.68,2.0,0.00
PF17846,0.64,1.86,0.13,0.64,1.86,0.13
PF17848,1.00,,0.00,1.00,,0.00
PF17849,0.59,1.9,0.09,0.59,1.87,0.08
PF17852,0.37,1.07,0.13,0.38,0.97,0.07
PF17855,0.49,1.34,0.05,0.49,1.33,0.04
PF17856,0.67,1.79,0.00,0.67,1.79,0.00
PF17857,0.48,2.17,0.14,0.49,2.04,0.09
PF17862,0.44,1.65,0.13,0.44,1.63,0.12
PF17865,1.00,,0.00,1.00,,0.00
PF17867,0.46,0.28,0.05,0.47,0.32,0.04
PF17869,1.00,,0.00,1.00,,0.00
PF17870,1.00,,0.00,1.00,,0.00
PF17872,1.00,,0.00,1.00,,0.00
PF17875,1.00,,0.00,1.00,,0.00
PF17877,1.00,,0.00,1.00,,0.00
PF17887,0.47,2.22,0.28,0.48,2.15,0.27
PF17888,0.57,1.69,0.07,0.57,1.63,0.06
PF17889,0.59,0.43,0.00,0.59,0.43,0.01
PF17900,0.44,1.34,0.11,0.44,1.27,0.08
PF17902,0.59,2.06,0.00,0.59,2.06,0.00
PF17903,1.00,,0.00,1.00,,0.00
PF17904,0.78,3.09,0.00,0.78,3.09,0.00
PF17906,0.63,1.2,0.05,0.63,1.2,0.05
PF17907,0.70,3.32,0.03,0.70,3.28,0.02
PF17908,1.00,,0.00,1.00,,0.00
PF17913,0.56,1.89,0.15,0.58,1.48,0.08
PF17916,1.00,5.14,0.00,1.00,5.14,0.00
PF17919,0.65,0.86,0.01,0.65,0.91,0.02
PF17921,0.53,1.5,0.07,0.53,1.46,0.05
PF17927,1.00,,0.00,1.00,,0.00
